LapNumber,TyreLife,FreshTyre,TrackStatus,Stint,AirTemp,makeStop,Rainfall,Humidity,TrackTemp,posicionActual,tiempoPilotoDelante,tiempoPilotoDetras,posicionSalida,anyo,nextPit,Laptime,compound_MEDIUM,compound_SOFT
50.0,5.0,0,1,4.0,36.9,0,0,7.0,48.8,7.0,88.147,88.469,6.0,2022,66.0,85.106,0,1
51.0,6.0,0,1,4.0,36.9,0,0,7.0,48.8,6.0,86.216,88.627,6.0,2022,66.0,84.253,0,1
52.0,7.0,0,1,4.0,36.9,0,0,7.0,48.9,6.0,86.136,92.228,6.0,2022,66.0,85.802,0,1
53.0,8.0,0,1,4.0,36.7,0,0,7.0,48.8,6.0,86.437,91.991,6.0,2022,66.0,85.257,0,1
54.0,9.0,0,1,4.0,36.6,0,0,8.0,48.5,6.0,86.455,85.935,6.0,2022,66.0,85.389,0,1
55.0,10.0,0,1,4.0,36.5,0,0,9.0,48.3,6.0,86.302,86.174,6.0,2022,66.0,85.207,0,1
56.0,11.0,0,1,4.0,36.5,0,0,9.0,48.3,6.0,86.076,86.219,6.0,2022,66.0,85.832,0,1
57.0,12.0,0,1,4.0,36.3,0,0,8.0,48.4,6.0,87.691,86.456,6.0,2022,66.0,86.447,0,1
58.0,13.0,0,1,4.0,36.3,0,0,7.0,48.4,5.0,86.051,90.459,6.0,2022,66.0,86.408,0,1
59.0,14.0,0,1,4.0,36.3,0,0,9.0,48.3,5.0,87.298,88.471,6.0,2022,66.0,86.919,0,1
60.0,15.0,0,1,4.0,36.4,0,0,9.0,48.2,4.0,86.386,88.388,6.0,2022,66.0,85.895,0,1
61.0,16.0,0,1,4.0,36.4,0,0,11.0,48.1,4.0,87.069,87.394,6.0,2022,66.0,86.425,0,1
62.0,17.0,0,1,4.0,36.5,0,0,9.0,48.0,4.0,87.141,87.366,6.0,2022,66.0,86.804,0,1
63.0,18.0,0,1,4.0,36.5,0,0,8.0,48.0,4.0,87.404,87.865,6.0,2022,66.0,88.977,0,1
64.0,19.0,0,1,4.0,36.5,0,0,8.0,47.9,4.0,87.965,88.256,6.0,2022,66.0,89.833,0,1
65.0,20.0,0,1,4.0,36.4,0,0,7.0,48.1,5.0,87.064,89.097,6.0,2022,66.0,91.646,0,1
