LapTime,LapNumber,TyreLife,FreshTyre,TrackStatus,Stint,Piloto,makeStop,AirTemp,Rainfall,Humidity,TrackTemp,posicionActual,tiempoPilotoDelante,tiempoPilotoDetras,posicionSalida,anyo,nextPit,compound_HARD,compound_MEDIUM,compound_SOFT,compound_SUPERSOFT
96.972,56.0,36.0,1,1,2.0,bottas,0,27.6,0,51.2,31.3,2.0,96.625,94.122,3.0,2018,56.0,0,1,0,0
109.218,2.0,4.0,0,26,1.0,hamilton,1,28.2,0,45.3,33.3,9.0,108.812,111.224,9.0,2018,25.0,0,0,1,0
128.522,3.0,5.0,0,6,1.0,hamilton,0,28.3,0,45.1,33.3,9.0,128.668,126.814,9.0,2018,25.0,0,0,1,0
113.636,4.0,6.0,0,67,1.0,hamilton,0,28.3,0,44.7,33.3,9.0,114.298,114.014,9.0,2018,25.0,0,0,1,0
96.932,5.0,7.0,0,2,1.0,hamilton,0,28.2,0,44.9,33.0,6.0,98.621,98.243,9.0,2018,25.0,0,0,1,0
95.913,6.0,8.0,0,2,1.0,hamilton,0,28.2,0,44.9,33.1,5.0,96.957,98.061,9.0,2018,25.0,0,0,1,0
96.551,7.0,9.0,0,1,1.0,hamilton,0,28.2,0,45.0,32.8,5.0,96.862,97.069,9.0,2018,25.0,0,0,1,0
95.436,8.0,10.0,0,1,1.0,hamilton,0,28.2,0,45.0,32.8,4.0,96.028,97.935,9.0,2018,25.0,0,0,1,0
95.861,9.0,11.0,0,1,1.0,hamilton,0,28.1,0,45.0,32.8,4.0,96.161,98.113,9.0,2018,25.0,0,0,1,0
96.253,10.0,12.0,0,1,1.0,hamilton,0,28.1,0,44.6,32.8,4.0,96.081,97.029,9.0,2018,25.0,0,0,1,0
95.766,11.0,13.0,0,2,1.0,hamilton,0,28.2,0,44.7,32.7,4.0,96.143,97.028,9.0,2018,25.0,0,0,1,0
96.254,12.0,14.0,0,1,1.0,hamilton,0,28.2,0,44.8,32.8,4.0,96.165,97.113,9.0,2018,25.0,0,0,1,0
96.035,13.0,15.0,0,1,1.0,hamilton,0,28.2,0,44.8,32.8,4.0,96.565,97.152,9.0,2018,25.0,0,0,1,0
96.089,14.0,16.0,0,1,1.0,hamilton,0,28.2,0,45.0,32.8,4.0,96.368,97.084,9.0,2018,25.0,0,0,1,0
96.054,15.0,17.0,0,1,1.0,hamilton,0,28.1,0,45.1,32.8,4.0,96.344,99.656,9.0,2018,25.0,0,0,1,0
96.153,16.0,18.0,0,1,1.0,hamilton,0,28.2,0,45.0,32.6,4.0,96.758,98.007,9.0,2018,25.0,0,0,1,0
96.127,17.0,19.0,0,1,1.0,hamilton,0,28.3,0,44.6,32.7,4.0,96.756,97.965,9.0,2018,25.0,0,0,1,0
96.276,18.0,20.0,0,1,1.0,hamilton,0,28.2,0,45.0,32.4,4.0,96.098,98.282,9.0,2018,25.0,0,0,1,0
95.978,19.0,21.0,0,1,1.0,hamilton,0,28.3,0,44.5,32.5,3.0,99.187,114.708,9.0,2018,25.0,0,0,1,0
96.174,20.0,22.0,0,1,1.0,hamilton,0,28.3,0,44.7,32.4,2.0,99.344,94.696,9.0,2018,25.0,0,0,1,0
96.046,21.0,23.0,0,1,1.0,hamilton,0,28.0,0,45.8,32.2,1.0,130.979,94.453,9.0,2018,25.0,0,0,1,0
96.113,22.0,24.0,0,1,1.0,hamilton,0,28.1,0,46.4,32.2,1.0,98.077,94.661,9.0,2018,25.0,0,0,1,0
96.373,23.0,25.0,0,1,1.0,hamilton,0,28.1,0,46.2,32.2,1.0,117.826,94.613,9.0,2018,25.0,0,0,1,0
96.927,24.0,26.0,0,1,1.0,hamilton,0,28.1,0,46.4,32.2,1.0,95.857,95.033,9.0,2018,25.0,0,0,1,0
100.383,25.0,27.0,0,1,1.0,hamilton,0,28.2,0,46.2,32.2,1.0,96.045,96.302,9.0,2018,56.0,0,0,1,0
114.547,26.0,28.0,0,1,1.0,hamilton,0,28.1,0,46.6,32.2,3.0,95.012,94.741,9.0,2018,56.0,0,0,1,0
94.126,27.0,1.0,1,2,2.0,hamilton,1,28.0,0,46.6,32.0,4.0,94.755,96.089,9.0,2018,56.0,0,1,0,0
94.274,28.0,2.0,1,1,2.0,hamilton,0,28.1,0,46.4,32.0,4.0,94.692,96.066,9.0,2018,56.0,0,1,0,0
94.595,29.0,3.0,1,1,2.0,hamilton,0,28.1,0,46.7,32.0,4.0,94.794,95.978,9.0,2018,56.0,0,1,0,0
94.421,30.0,4.0,1,1,2.0,hamilton,0,28.0,0,47.1,31.9,4.0,94.704,96.105,9.0,2018,56.0,0,1,0,0
94.376,31.0,5.0,1,1,2.0,hamilton,0,28.0,0,47.3,31.9,4.0,94.089,96.421,9.0,2018,56.0,0,1,0,0
94.373,32.0,6.0,1,1,2.0,hamilton,0,27.9,0,46.8,31.8,4.0,95.295,96.281,9.0,2018,56.0,0,1,0,0
94.424,33.0,7.0,1,1,2.0,hamilton,0,27.9,0,46.4,31.9,4.0,94.948,96.446,9.0,2018,56.0,0,1,0,0
94.309,34.0,8.0,1,1,2.0,hamilton,0,27.9,0,46.4,31.9,4.0,95.149,99.077,9.0,2018,56.0,0,1,0,0
94.357,35.0,9.0,1,1,2.0,hamilton,0,27.9,0,46.7,31.9,4.0,97.888,96.952,9.0,2018,56.0,0,1,0,0
95.084,36.0,10.0,1,1,2.0,hamilton,0,27.9,0,46.8,31.7,3.0,94.985,96.906,9.0,2018,56.0,0,1,0,0
94.292,37.0,11.0,1,1,2.0,hamilton,0,27.9,0,46.7,31.8,3.0,95.235,96.873,9.0,2018,56.0,0,1,0,0
94.377,38.0,12.0,1,1,2.0,hamilton,0,28.1,0,46.8,31.8,3.0,95.216,96.691,9.0,2018,56.0,0,1,0,0
94.191,39.0,13.0,1,1,2.0,hamilton,0,28.1,0,46.9,31.9,3.0,95.206,99.445,9.0,2018,56.0,0,1,0,0
94.678,40.0,14.0,1,2,2.0,hamilton,0,28.0,0,47.4,31.8,3.0,95.385,95.052,9.0,2018,56.0,0,1,0,0
94.444,41.0,15.0,1,1,2.0,hamilton,0,28.1,0,47.7,31.7,3.0,94.874,94.943,9.0,2018,56.0,0,1,0,0
94.054,42.0,16.0,1,1,2.0,hamilton,0,27.9,0,48.3,31.7,3.0,95.186,95.021,9.0,2018,56.0,0,1,0,0
94.784,43.0,17.0,1,1,2.0,hamilton,0,27.9,0,48.3,31.7,3.0,95.744,95.056,9.0,2018,56.0,0,1,0,0
