LapTime,LapNumber,TyreLife,FreshTyre,TrackStatus,Stint,Piloto,makeStop,AirTemp,Rainfall,Humidity,TrackTemp,posicionActual,tiempoPilotoDelante,tiempoPilotoDetras,posicionSalida,anyo,nextPit,compound_HARD,compound_INTERMEDIATE,compound_MEDIUM,compound_SOFT,compound_SUPERSOFT,compound_WET
84.768,36.0,7.0,1,1,2.0,hulkenberg,0,21.4,0,49.7,32.1,5.0,85.193,83.969,6.0,2019,53.0,0,0,1,0,0,0
84.891,37.0,8.0,1,1,2.0,hulkenberg,0,21.4,0,50.4,31.8,5.0,85.039,83.861,6.0,2019,53.0,0,0,1,0,0,0
84.073,38.0,9.0,1,1,2.0,hulkenberg,0,21.6,0,50.2,31.8,5.0,84.904,83.077,6.0,2019,53.0,0,0,1,0,0,0
84.291,39.0,10.0,1,1,2.0,hulkenberg,0,21.8,0,49.9,31.7,5.0,85.012,83.867,6.0,2019,53.0,0,0,1,0,0,0
84.361,40.0,11.0,1,1,2.0,hulkenberg,0,21.8,0,49.0,31.6,5.0,84.864,83.061,6.0,2019,53.0,0,0,1,0,0,0
84.351,41.0,12.0,1,1,2.0,hulkenberg,0,21.8,0,49.1,31.3,5.0,84.765,83.596,6.0,2019,53.0,0,0,1,0,0,0
84.093,42.0,13.0,1,1,2.0,hulkenberg,0,21.6,0,48.8,31.3,5.0,84.667,83.672,6.0,2019,53.0,0,0,1,0,0,0
83.813,43.0,14.0,1,1,2.0,hulkenberg,0,21.8,0,48.6,31.4,5.0,84.635,83.052,6.0,2019,53.0,0,0,1,0,0,0
83.878,44.0,15.0,1,1,2.0,hulkenberg,0,21.6,0,47.9,31.3,5.0,84.223,83.435,6.0,2019,53.0,0,0,1,0,0,0
83.943,45.0,16.0,1,1,2.0,hulkenberg,0,21.4,0,49.8,31.2,5.0,84.504,83.364,6.0,2019,53.0,0,0,1,0,0,0
84.018,46.0,17.0,1,1,2.0,hulkenberg,0,21.5,0,50.1,31.2,5.0,85.363,83.039,6.0,2019,53.0,0,0,1,0,0,0
84.007,47.0,18.0,1,1,2.0,hulkenberg,0,21.8,0,49.3,32.5,5.0,84.158,83.466,6.0,2019,53.0,0,0,1,0,0,0
84.132,48.0,19.0,1,1,2.0,hulkenberg,0,22.0,0,48.8,32.9,5.0,83.524,83.804,6.0,2019,53.0,0,0,1,0,0,0
84.061,49.0,20.0,1,1,2.0,hulkenberg,0,22.1,0,48.4,33.6,5.0,83.803,83.756,6.0,2019,53.0,0,0,1,0,0,0
83.835,50.0,21.0,1,1,2.0,hulkenberg,0,22.0,0,48.5,33.6,5.0,83.919,83.803,6.0,2019,53.0,0,0,1,0,0,0
83.742,51.0,22.0,1,1,2.0,hulkenberg,0,22.0,0,48.6,33.3,5.0,83.948,83.006,6.0,2019,53.0,0,0,1,0,0,0
83.659,52.0,23.0,1,1,2.0,hulkenberg,0,22.0,0,48.6,32.5,5.0,83.562,83.654,6.0,2019,53.0,0,0,1,0,0,0
83.641,53.0,24.0,1,1,2.0,hulkenberg,0,21.9,0,49.3,32.0,5.0,83.466,83.684,6.0,2019,53.0,0,0,1,0,0,0
86.843,2.0,5.0,0,1,1.0,albon,0,20.4,0,53.2,32.2,9.0,86.935,87.258,8.0,2019,26.0,0,0,0,1,0,0
89.103,3.0,6.0,0,2,1.0,albon,0,20.4,0,53.2,32.4,11.0,86.926,87.708,8.0,2019,26.0,0,0,0,1,0,0
86.238,4.0,7.0,0,1,1.0,albon,0,20.6,0,52.2,32.9,11.0,86.242,86.331,8.0,2019,26.0,0,0,0,1,0,0
86.252,5.0,8.0,0,1,1.0,albon,0,20.5,0,52.5,32.9,11.0,86.045,86.412,8.0,2019,26.0,0,0,0,1,0,0
88.691,6.0,9.0,0,2,1.0,albon,0,20.7,0,52.8,32.6,9.0,88.303,88.003,8.0,2019,26.0,0,0,0,1,0,0
86.249,7.0,10.0,0,1,1.0,albon,0,20.8,0,52.5,32.3,9.0,86.476,86.374,8.0,2019,26.0,0,0,0,1,0,0
86.492,8.0,11.0,0,1,1.0,albon,0,21.0,0,52.2,32.3,8.0,85.769,88.385,8.0,2019,26.0,0,0,0,1,0,0
86.011,9.0,12.0,0,1,1.0,albon,0,21.2,0,52.0,32.2,8.0,85.911,85.931,8.0,2019,26.0,0,0,0,1,0,0
85.555,10.0,13.0,0,1,1.0,albon,0,21.1,0,51.9,32.2,8.0,86.052,86.005,8.0,2019,26.0,0,0,0,1,0,0
85.724,11.0,14.0,0,1,1.0,albon,0,21.2,0,51.7,33.3,8.0,86.148,85.996,8.0,2019,26.0,0,0,0,1,0,0
85.387,12.0,15.0,0,1,1.0,albon,0,21.3,0,51.4,33.0,8.0,86.126,85.899,8.0,2019,26.0,0,0,0,1,0,0
85.006,13.0,16.0,0,1,1.0,albon,0,21.4,0,51.1,32.3,8.0,86.038,85.968,8.0,2019,26.0,0,0,0,1,0,0
85.846,14.0,17.0,0,1,1.0,albon,0,21.5,0,50.7,32.0,8.0,86.491,86.087,8.0,2019,26.0,0,0,0,1,0,0
85.212,15.0,18.0,0,1,1.0,albon,0,21.2,0,50.6,31.6,7.0,86.235,87.033,8.0,2019,26.0,0,0,0,1,0,0
85.594,16.0,19.0,0,1,1.0,albon,0,21.1,0,50.7,31.6,7.0,85.862,86.055,8.0,2019,26.0,0,0,0,1,0,0
85.625,17.0,20.0,0,1,1.0,albon,0,21.1,0,51.0,31.6,7.0,86.043,86.099,8.0,2019,26.0,0,0,0,1,0,0
85.958,18.0,21.0,0,1,1.0,albon,0,21.3,0,51.1,33.0,7.0,86.019,86.292,8.0,2019,26.0,0,0,0,1,0,0
85.528,19.0,22.0,0,1,1.0,albon,0,21.4,0,50.8,33.6,7.0,86.081,86.107,8.0,2019,26.0,0,0,0,1,0,0
85.761,20.0,23.0,0,1,1.0,albon,0,21.4,0,50.4,33.7,7.0,86.342,86.212,8.0,2019,26.0,0,0,0,1,0,0
85.977,21.0,24.0,0,1,1.0,albon,0,21.3,0,50.1,33.7,7.0,86.314,86.062,8.0,2019,26.0,0,0,0,1,0,0
85.978,22.0,25.0,0,1,1.0,albon,0,21.0,0,51.3,33.4,7.0,86.116,85.993,8.0,2019,26.0,0,0,0,1,0,0
86.101,23.0,26.0,0,1,1.0,albon,0,21.2,0,50.9,33.8,7.0,86.123,85.789,8.0,2019,26.0,0,0,0,1,0,0
85.886,24.0,27.0,0,1,1.0,albon,0,21.3,0,50.4,34.3,7.0,85.955,86.001,8.0,2019,26.0,0,0,0,1,0,0
86.278,25.0,28.0,0,1,1.0,albon,0,21.5,0,50.4,34.7,7.0,86.068,85.949,8.0,2019,26.0,0,0,0,1,0,0
90.275,26.0,29.0,0,1,1.0,albon,0,21.6,0,50.0,34.9,7.0,86.046,86.038,8.0,2019,53.0,0,0,0,1,0,0
110.751,27.0,1.0,1,1,2.0,albon,1,21.6,0,49.5,34.9,12.0,85.477,85.484,8.0,2019,53.0,0,0,1,0,0,0
102.644,28.0,2.0,1,267,2.0,albon,0,21.5,0,49.9,34.5,10.0,101.727,102.337,8.0,2019,53.0,0,0,1,0,0,0
85.364,29.0,3.0,1,1,2.0,albon,0,21.4,0,49.5,34.8,8.0,86.591,85.406,8.0,2019,53.0,0,0,1,0,0,0
103.888,30.0,4.0,1,26,2.0,albon,0,21.1,0,50.6,35.0,7.0,103.787,107.053,8.0,2019,53.0,0,0,1,0,0,0
89.542,31.0,5.0,1,67,2.0,albon,0,21.5,0,50.5,34.6,7.0,90.151,85.708,8.0,2019,53.0,0,0,1,0,0,0
84.714,32.0,6.0,1,1,2.0,albon,0,21.8,0,48.5,34.1,7.0,85.001,84.251,8.0,2019,53.0,0,0,1,0,0,0
84.411,33.0,7.0,1,1,2.0,albon,0,21.9,0,48.6,33.9,6.0,85.322,86.813,8.0,2019,53.0,0,0,1,0,0,0
84.396,34.0,8.0,1,1,2.0,albon,0,21.5,0,49.3,32.8,6.0,85.185,84.824,8.0,2019,53.0,0,0,1,0,0,0
83.948,35.0,9.0,1,1,2.0,albon,0,21.5,0,49.5,32.2,6.0,84.757,84.843,8.0,2019,53.0,0,0,1,0,0,0
83.969,36.0,10.0,1,1,2.0,albon,0,21.3,0,50.4,31.9,6.0,84.768,84.913,8.0,2019,53.0,0,0,1,0,0,0
83.861,37.0,11.0,1,1,2.0,albon,0,21.4,0,50.4,31.8,6.0,84.891,85.001,8.0,2019,53.0,0,0,1,0,0,0
83.077,38.0,12.0,1,1,2.0,albon,0,21.6,0,50.2,31.8,6.0,84.073,84.082,8.0,2019,53.0,0,0,1,0,0,0
83.867,39.0,13.0,1,1,2.0,albon,0,21.8,0,49.9,31.7,6.0,84.291,84.029,8.0,2019,53.0,0,0,1,0,0,0
83.061,40.0,14.0,1,1,2.0,albon,0,21.8,0,49.0,31.6,6.0,84.361,84.023,8.0,2019,53.0,0,0,1,0,0,0
83.596,41.0,15.0,1,1,2.0,albon,0,21.6,0,48.9,31.3,6.0,84.351,84.031,8.0,2019,53.0,0,0,1,0,0,0
83.672,42.0,16.0,1,1,2.0,albon,0,21.6,0,48.8,31.3,6.0,84.093,84.097,8.0,2019,53.0,0,0,1,0,0,0
83.052,43.0,17.0,1,1,2.0,albon,0,21.8,0,48.6,31.4,6.0,83.813,84.007,8.0,2019,53.0,0,0,1,0,0,0
83.435,44.0,18.0,1,1,2.0,albon,0,21.6,0,47.9,31.3,6.0,83.878,83.984,8.0,2019,53.0,0,0,1,0,0,0
83.364,45.0,19.0,1,1,2.0,albon,0,21.4,0,49.8,31.2,6.0,83.943,84.781,8.0,2019,53.0,0,0,1,0,0,0
83.039,46.0,20.0,1,1,2.0,albon,0,21.6,0,49.8,31.7,6.0,84.018,84.784,8.0,2019,53.0,0,0,1,0,0,0
83.466,47.0,21.0,1,1,2.0,albon,0,21.8,0,49.3,32.5,6.0,84.007,84.035,8.0,2019,53.0,0,0,1,0,0,0
83.804,48.0,22.0,1,1,2.0,albon,0,22.0,0,48.8,32.9,6.0,84.132,84.014,8.0,2019,53.0,0,0,1,0,0,0
83.756,49.0,23.0,1,1,2.0,albon,0,22.1,0,48.4,33.6,6.0,84.061,83.971,8.0,2019,53.0,0,0,1,0,0,0
83.803,50.0,24.0,1,1,2.0,albon,0,22.0,0,48.5,33.6,6.0,83.835,84.089,8.0,2019,53.0,0,0,1,0,0,0
83.006,51.0,25.0,1,1,2.0,albon,0,22.0,0,48.6,33.3,6.0,83.742,83.917,8.0,2019,53.0,0,0,1,0,0,0
83.654,52.0,26.0,1,1,2.0,albon,0,22.0,0,48.6,32.5,6.0,83.659,84.105,8.0,2019,53.0,0,0,1,0,0,0
83.684,53.0,27.0,1,1,2.0,albon,0,21.9,0,49.3,32.0,6.0,83.641,84.023,8.0,2019,53.0,0,0,1,0,0,0
88.982,2.0,2.0,1,1,1.0,perez,0,20.4,0,53.2,32.2,17.0,88.943,89.069,18.0,2019,28.0,0,0,1,0,0,0
87.504,3.0,3.0,1,2,1.0,perez,0,20.4,0,53.2,32.4,16.0,88.019,88.722,18.0,2019,28.0,0,0,1,0,0,0
88.126,4.0,4.0,1,1,1.0,perez,0,20.6,0,52.2,32.9,15.0,88.618,89.196,18.0,2019,28.0,0,0,1,0,0,0
86.524,5.0,5.0,1,1,1.0,perez,0,20.5,0,52.5,32.9,14.0,86.515,88.747,18.0,2019,28.0,0,0,1,0,0,0
87.029,6.0,6.0,1,2,1.0,perez,0,20.7,0,52.8,32.6,11.0,88.003,99.281,18.0,2019,28.0,0,0,1,0,0,0
85.606,7.0,7.0,1,1,1.0,perez,0,20.8,0,52.5,32.3,11.0,86.374,86.753,18.0,2019,28.0,0,0,1,0,0,0
85.718,8.0,8.0,1,1,1.0,perez,0,21.0,0,52.2,32.3,11.0,87.591,86.441,18.0,2019,28.0,0,0,1,0,0,0
86.187,9.0,9.0,1,1,1.0,perez,0,21.2,0,52.0,32.2,11.0,87.726,86.362,18.0,2019,28.0,0,0,1,0,0,0
86.563,10.0,10.0,1,1,1.0,perez,0,21.1,0,51.9,32.2,11.0,86.791,86.084,18.0,2019,28.0,0,0,1,0,0,0
87.438,11.0,11.0,1,1,1.0,perez,0,21.2,0,51.7,33.3,11.0,87.387,86.703,18.0,2019,28.0,0,0,1,0,0,0
87.376,12.0,12.0,1,1,1.0,perez,0,21.3,0,51.4,33.0,11.0,87.161,86.451,18.0,2019,28.0,0,0,1,0,0,0
86.839,13.0,13.0,1,1,1.0,perez,0,21.4,0,51.1,32.3,11.0,86.775,86.869,18.0,2019,28.0,0,0,1,0,0,0
86.626,14.0,14.0,1,1,1.0,perez,0,21.5,0,50.7,32.0,11.0,86.562,86.872,18.0,2019,28.0,0,0,1,0,0,0
86.229,15.0,15.0,1,1,1.0,perez,0,21.2,0,50.6,31.6,11.0,86.469,86.047,18.0,2019,28.0,0,0,1,0,0,0
86.216,16.0,16.0,1,1,1.0,perez,0,21.1,0,50.7,31.6,11.0,86.225,86.046,18.0,2019,28.0,0,0,1,0,0,0
86.499,17.0,17.0,1,1,1.0,perez,0,21.2,0,50.6,33.0,11.0,86.322,86.102,18.0,2019,28.0,0,0,1,0,0,0
86.162,18.0,18.0,1,1,1.0,perez,0,21.3,0,51.1,33.0,11.0,86.377,86.181,18.0,2019,28.0,0,0,1,0,0,0
86.136,19.0,19.0,1,1,1.0,perez,0,21.4,0,50.8,33.6,11.0,86.287,85.877,18.0,2019,28.0,0,0,1,0,0,0
87.306,20.0,20.0,1,1,1.0,perez,0,21.4,0,50.4,33.7,10.0,86.101,85.976,18.0,2019,28.0,0,0,1,0,0,0
86.197,21.0,21.0,1,1,1.0,perez,0,21.3,0,50.1,33.7,10.0,90.616,86.641,18.0,2019,28.0,0,0,1,0,0,0
86.096,22.0,22.0,1,1,1.0,perez,0,21.0,0,51.3,33.4,9.0,85.993,85.579,18.0,2019,28.0,0,0,1,0,0,0
86.583,23.0,23.0,1,1,1.0,perez,0,21.2,0,50.9,33.8,9.0,85.789,86.192,18.0,2019,28.0,0,0,1,0,0,0
85.822,24.0,24.0,1,1,1.0,perez,0,21.3,0,50.3,34.5,9.0,86.001,86.178,18.0,2019,28.0,0,0,1,0,0,0
85.835,25.0,25.0,1,1,1.0,perez,0,21.5,0,50.4,34.7,9.0,85.949,85.723,18.0,2019,28.0,0,0,1,0,0,0
85.081,26.0,26.0,1,1,1.0,perez,0,21.7,0,49.6,34.9,9.0,86.038,86.236,18.0,2019,28.0,0,0,1,0,0,0
85.615,27.0,27.0,1,1,1.0,perez,0,21.6,0,49.5,34.9,8.0,86.188,85.731,18.0,2019,28.0,0,0,1,0,0,0
101.911,28.0,28.0,1,267,1.0,perez,0,21.5,0,49.9,34.5,7.0,98.338,102.204,18.0,2019,53.0,0,0,1,0,0,0
105.059,29.0,1.0,1,7,2.0,perez,1,21.4,0,49.5,34.8,10.0,85.406,84.696,18.0,2019,53.0,0,0,0,1,0,0
108.025,30.0,2.0,1,267,2.0,perez,0,21.1,0,50.6,35.0,9.0,107.053,107.664,18.0,2019,53.0,0,0,0,1,0,0
85.708,31.0,3.0,1,7,2.0,perez,0,21.5,0,50.5,34.6,8.0,89.542,90.114,18.0,2019,53.0,0,0,0,1,0,0
84.251,32.0,4.0,1,1,2.0,perez,0,21.8,0,48.5,34.1,8.0,84.714,85.249,18.0,2019,53.0,0,0,0,1,0,0
84.133,33.0,5.0,1,1,2.0,perez,0,21.9,0,48.6,33.9,8.0,86.813,85.568,18.0,2019,53.0,0,0,0,1,0,0
84.101,34.0,6.0,1,1,2.0,perez,0,21.5,0,49.3,32.8,8.0,84.824,84.589,18.0,2019,53.0,0,0,0,1,0,0
83.077,35.0,7.0,1,1,2.0,perez,0,21.5,0,49.5,32.2,8.0,84.843,83.338,18.0,2019,53.0,0,0,0,1,0,0
84.106,36.0,8.0,1,1,2.0,perez,0,21.3,0,50.4,31.9,8.0,84.913,83.437,18.0,2019,53.0,0,0,0,1,0,0
84.515,37.0,9.0,1,1,2.0,perez,0,21.4,0,50.4,31.8,8.0,85.001,83.414,18.0,2019,53.0,0,0,0,1,0,0
84.082,38.0,10.0,1,1,2.0,perez,0,21.6,0,50.2,31.8,7.0,83.077,85.925,18.0,2019,53.0,0,0,0,1,0,0
84.029,39.0,11.0,1,1,2.0,perez,0,21.8,0,49.9,31.7,7.0,83.867,85.012,18.0,2019,53.0,0,0,0,1,0,0
84.023,40.0,12.0,1,1,2.0,perez,0,21.8,0,49.0,31.6,7.0,83.061,84.674,18.0,2019,53.0,0,0,0,1,0,0
84.031,41.0,13.0,1,1,2.0,perez,0,21.6,0,48.9,31.3,7.0,83.596,83.143,18.0,2019,53.0,0,0,0,1,0,0
84.097,42.0,14.0,1,1,2.0,perez,0,21.6,0,48.8,31.3,7.0,83.672,83.446,18.0,2019,53.0,0,0,0,1,0,0
84.007,43.0,15.0,1,1,2.0,perez,0,21.8,0,48.6,31.4,7.0,83.052,83.607,18.0,2019,53.0,0,0,0,1,0,0
83.984,44.0,16.0,1,1,2.0,perez,0,21.6,0,47.9,31.3,7.0,83.435,83.552,18.0,2019,53.0,0,0,0,1,0,0
84.781,45.0,17.0,1,1,2.0,perez,0,21.4,0,49.8,31.2,7.0,83.364,84.786,18.0,2019,53.0,0,0,0,1,0,0
84.784,46.0,18.0,1,1,2.0,perez,0,21.6,0,49.8,31.7,7.0,83.039,84.881,18.0,2019,53.0,0,0,0,1,0,0
84.035,47.0,19.0,1,1,2.0,perez,0,21.8,0,49.3,32.5,7.0,83.466,84.104,18.0,2019,53.0,0,0,0,1,0,0
84.014,48.0,20.0,1,1,2.0,perez,0,22.1,0,48.3,33.3,7.0,83.804,84.177,18.0,2019,53.0,0,0,0,1,0,0
83.971,49.0,21.0,1,1,2.0,perez,0,22.1,0,48.4,33.6,7.0,83.756,84.037,18.0,2019,53.0,0,0,0,1,0,0
84.089,50.0,22.0,1,1,2.0,perez,0,22.0,0,48.5,33.6,7.0,83.803,83.988,18.0,2019,53.0,0,0,0,1,0,0
83.917,51.0,23.0,1,1,2.0,perez,0,22.0,0,48.8,32.8,7.0,83.006,83.756,18.0,2019,53.0,0,0,0,1,0,0
84.105,52.0,24.0,1,1,2.0,perez,0,22.0,0,48.6,32.5,7.0,83.654,84.121,18.0,2019,53.0,0,0,0,1,0,0
84.023,53.0,25.0,1,1,2.0,perez,0,21.9,0,49.4,32.0,7.0,83.684,84.375,18.0,2019,53.0,0,0,0,1,0,0
84.798,7.0,6.0,1,1,2.0,max_verstappen,0,20.8,0,52.5,32.3,18.0,88.102,100.634,19.0,2019,27.0,0,0,0,1,0,0
85.019,8.0,7.0,1,1,2.0,max_verstappen,0,21.0,0,52.2,32.3,18.0,87.933,85.412,19.0,2019,27.0,0,0,0,1,0,0
85.075,9.0,8.0,1,1,2.0,max_verstappen,0,21.2,0,52.0,32.2,18.0,88.485,85.085,19.0,2019,27.0,0,0,0,1,0,0
86.396,10.0,9.0,1,1,2.0,max_verstappen,0,21.2,0,51.6,32.6,17.0,86.844,89.432,19.0,2019,27.0,0,0,0,1,0,0
86.283,11.0,10.0,1,1,2.0,max_verstappen,0,21.2,0,51.7,33.3,16.0,86.825,88.076,19.0,2019,27.0,0,0,0,1,0,0
84.988,12.0,11.0,1,1,2.0,max_verstappen,0,21.3,0,51.1,32.7,16.0,86.243,86.058,19.0,2019,27.0,0,0,0,1,0,0
85.412,13.0,12.0,1,1,2.0,max_verstappen,0,21.4,0,51.1,32.3,16.0,86.672,87.045,19.0,2019,27.0,0,0,0,1,0,0
85.809,14.0,13.0,1,1,2.0,max_verstappen,0,21.5,0,50.7,32.0,16.0,86.477,86.899,19.0,2019,27.0,0,0,0,1,0,0
85.126,15.0,14.0,1,1,2.0,max_verstappen,0,21.2,0,50.6,31.6,15.0,91.028,87.418,19.0,2019,27.0,0,0,0,1,0,0
84.852,16.0,15.0,1,1,2.0,max_verstappen,0,21.1,0,50.7,31.6,14.0,86.055,86.451,19.0,2019,27.0,0,0,0,1,0,0
85.016,17.0,16.0,1,1,2.0,max_verstappen,0,21.2,0,50.6,33.0,14.0,86.155,86.051,19.0,2019,27.0,0,0,0,1,0,0
85.153,18.0,17.0,1,1,2.0,max_verstappen,0,21.3,0,51.1,33.0,13.0,86.181,87.272,19.0,2019,27.0,0,0,0,1,0,0
85.508,19.0,18.0,1,1,2.0,max_verstappen,0,21.4,0,50.4,33.7,13.0,85.877,86.253,19.0,2019,27.0,0,0,0,1,0,0
85.997,20.0,19.0,1,1,2.0,max_verstappen,0,21.4,0,50.4,33.7,12.0,85.976,91.215,19.0,2019,27.0,0,0,0,1,0,0
86.456,21.0,20.0,1,1,2.0,max_verstappen,0,21.3,0,50.1,33.7,12.0,86.641,86.109,19.0,2019,27.0,0,0,0,1,0,0
85.579,22.0,21.0,1,1,2.0,max_verstappen,0,21.0,0,51.3,33.4,10.0,86.096,87.422,19.0,2019,27.0,0,0,0,1,0,0
86.192,23.0,22.0,1,1,2.0,max_verstappen,0,21.2,0,50.9,33.8,10.0,86.583,86.311,19.0,2019,27.0,0,0,0,1,0,0
86.178,24.0,23.0,1,1,2.0,max_verstappen,0,21.3,0,50.3,34.5,10.0,85.822,86.042,19.0,2019,27.0,0,0,0,1,0,0
85.723,25.0,24.0,1,1,2.0,max_verstappen,0,21.5,0,50.4,34.7,10.0,85.835,85.933,19.0,2019,27.0,0,0,0,1,0,0
86.236,26.0,25.0,1,1,2.0,max_verstappen,0,21.7,0,49.6,34.9,10.0,85.081,85.954,19.0,2019,27.0,0,0,0,1,0,0
89.988,27.0,26.0,1,1,2.0,max_verstappen,0,21.6,0,49.5,34.9,10.0,85.731,85.477,19.0,2019,53.0,0,0,0,1,0,0
121.095,28.0,2.0,0,267,3.0,max_verstappen,1,21.5,0,49.9,34.5,13.0,101.443,102.817,19.0,2019,53.0,0,0,1,0,0,0
84.413,29.0,3.0,0,1,3.0,max_verstappen,0,21.4,0,49.5,34.8,13.0,105.004,84.522,19.0,2019,53.0,0,0,1,0,0,0
106.978,30.0,4.0,0,267,3.0,max_verstappen,0,21.1,0,50.6,35.0,12.0,107.014,109.239,19.0,2019,53.0,0,0,1,0,0,0
86.095,31.0,5.0,0,7,3.0,max_verstappen,0,21.5,0,50.5,34.6,12.0,87.411,84.165,19.0,2019,53.0,0,0,1,0,0,0
84.896,32.0,6.0,0,1,3.0,max_verstappen,0,21.8,0,48.5,34.1,11.0,85.274,86.072,19.0,2019,53.0,0,0,1,0,0,0
85.413,33.0,7.0,0,1,3.0,max_verstappen,0,21.8,0,48.0,33.4,11.0,85.434,85.004,19.0,2019,53.0,0,0,1,0,0,0
84.447,34.0,8.0,0,1,3.0,max_verstappen,0,21.5,0,49.3,32.8,10.0,84.589,85.211,19.0,2019,53.0,0,0,1,0,0,0
83.338,35.0,9.0,0,1,3.0,max_verstappen,0,21.5,0,49.5,32.2,9.0,83.077,85.595,19.0,2019,53.0,0,0,1,0,0,0
83.437,36.0,10.0,0,1,3.0,max_verstappen,0,21.3,0,50.4,31.9,9.0,84.106,84.076,19.0,2019,53.0,0,0,1,0,0,0
83.414,37.0,11.0,0,1,3.0,max_verstappen,0,21.4,0,50.4,31.8,9.0,84.515,84.038,19.0,2019,53.0,0,0,1,0,0,0
83.569,38.0,12.0,0,1,3.0,max_verstappen,0,21.7,0,50.2,31.6,9.0,85.925,84.373,19.0,2019,53.0,0,0,1,0,0,0
83.407,39.0,13.0,0,1,3.0,max_verstappen,0,21.8,0,49.9,31.7,9.0,85.012,84.712,19.0,2019,53.0,0,0,1,0,0,0
83.859,40.0,14.0,0,1,3.0,max_verstappen,0,21.8,0,49.0,31.6,9.0,84.674,84.514,19.0,2019,53.0,0,0,1,0,0,0
83.143,41.0,15.0,0,1,3.0,max_verstappen,0,21.6,0,48.9,31.3,8.0,84.031,85.597,19.0,2019,53.0,0,0,1,0,0,0
83.446,42.0,16.0,0,1,3.0,max_verstappen,0,21.6,0,48.8,31.3,8.0,84.097,84.068,19.0,2019,53.0,0,0,1,0,0,0
83.607,43.0,17.0,0,1,3.0,max_verstappen,0,21.8,0,48.6,31.4,8.0,84.007,84.631,19.0,2019,53.0,0,0,1,0,0,0
83.552,44.0,18.0,0,1,3.0,max_verstappen,0,21.6,0,47.9,31.3,8.0,83.984,84.503,19.0,2019,53.0,0,0,1,0,0,0
84.786,45.0,19.0,0,1,3.0,max_verstappen,0,21.4,0,49.8,31.2,8.0,84.781,84.759,19.0,2019,53.0,0,0,1,0,0,0
84.881,46.0,20.0,0,1,3.0,max_verstappen,0,21.6,0,49.8,31.7,8.0,84.784,84.847,19.0,2019,53.0,0,0,1,0,0,0
84.104,47.0,21.0,0,1,3.0,max_verstappen,0,21.8,0,49.3,32.5,8.0,84.035,84.597,19.0,2019,53.0,0,0,1,0,0,0
84.177,48.0,22.0,0,1,3.0,max_verstappen,0,22.1,0,48.3,33.3,8.0,84.014,84.581,19.0,2019,53.0,0,0,1,0,0,0
84.037,49.0,23.0,0,1,3.0,max_verstappen,0,22.1,0,48.4,33.6,8.0,83.971,84.933,19.0,2019,53.0,0,0,1,0,0,0
83.988,50.0,24.0,0,1,3.0,max_verstappen,0,22.0,0,48.5,33.6,8.0,84.089,84.549,19.0,2019,53.0,0,0,1,0,0,0
83.756,51.0,25.0,0,1,3.0,max_verstappen,0,22.0,0,48.8,32.8,8.0,83.917,84.819,19.0,2019,53.0,0,0,1,0,0,0
84.121,52.0,26.0,0,1,3.0,max_verstappen,0,22.0,0,48.6,32.5,8.0,84.105,88.001,19.0,2019,53.0,0,0,1,0,0,0
89.069,2.0,2.0,1,1,1.0,norris,0,20.4,0,53.2,32.2,18.0,88.982,88.092,16.0,2019,23.0,0,0,1,0,0,0
88.408,3.0,3.0,1,2,1.0,norris,0,20.4,0,53.2,32.4,18.0,88.722,87.777,16.0,2019,23.0,0,0,1,0,0,0
88.173,4.0,4.0,1,1,1.0,norris,0,20.6,0,52.2,32.9,18.0,88.378,88.612,16.0,2019,23.0,0,0,1,0,0,0
88.004,5.0,5.0,1,1,1.0,norris,0,20.5,0,52.5,32.9,17.0,87.653,89.715,16.0,2019,23.0,0,0,1,0,0,0
87.996,6.0,6.0,1,2,1.0,norris,0,20.7,0,52.8,32.6,16.0,89.079,87.787,16.0,2019,23.0,0,0,1,0,0,0
87.731,7.0,7.0,1,1,1.0,norris,0,20.8,0,52.5,32.3,14.0,87.838,89.061,16.0,2019,23.0,0,0,1,0,0,0
86.333,8.0,8.0,1,1,1.0,norris,0,21.0,0,52.2,32.3,13.0,86.441,87.868,16.0,2019,23.0,0,0,1,0,0,0
86.309,9.0,9.0,1,1,1.0,norris,0,21.2,0,52.0,32.2,13.0,86.362,86.593,16.0,2019,23.0,0,0,1,0,0,0
86.282,10.0,10.0,1,1,1.0,norris,0,21.2,0,51.6,32.6,13.0,86.084,86.083,16.0,2019,23.0,0,0,1,0,0,0
86.307,11.0,11.0,1,1,1.0,norris,0,21.2,0,51.7,33.3,13.0,86.703,86.331,16.0,2019,23.0,0,0,1,0,0,0
85.953,12.0,12.0,1,1,1.0,norris,0,21.3,0,51.4,33.0,13.0,86.451,85.695,16.0,2019,23.0,0,0,1,0,0,0
85.091,13.0,13.0,1,1,1.0,norris,0,21.4,0,51.1,32.3,13.0,86.869,86.329,16.0,2019,23.0,0,0,1,0,0,0
86.391,14.0,14.0,1,1,1.0,norris,0,21.5,0,50.7,32.0,13.0,86.872,86.505,16.0,2019,23.0,0,0,1,0,0,0
86.047,15.0,15.0,1,1,1.0,norris,0,21.2,0,50.6,31.6,12.0,86.229,86.575,16.0,2019,23.0,0,0,1,0,0,0
86.046,16.0,16.0,1,1,1.0,norris,0,21.1,0,50.7,31.6,12.0,86.216,86.055,16.0,2019,23.0,0,0,1,0,0,0
