LapTime,LapNumber,Compound,TyreLife,FreshTyre,TrackStatus,Stint,AirTemp,makeStop,Rainfall,Humidity,TrackTemp,posicionActual,pilotoDelante,tiempoPilotoDelante,pilotoDetras,tiempoPilotoDetras,posicionSalida,anyo,nextPit
01:22.129,43.0,MEDIUM,20.0,True,1,2.0,30.1,0,False,55.3,47.9,1,latifi,1:24.540,bottas,1:22.532,1.0,2020,50.0
01:22.141,44.0,MEDIUM,21.0,True,1,2.0,30.1,0,False,55.6,48.2,1,latifi,1:25.052,bottas,1:22.526,1.0,2020,50.0
01:21.539,45.0,MEDIUM,22.0,True,1,2.0,29.8,0,False,56.8,46.3,1,raikkonen,1:41.351,bottas,1:23.206,1.0,2020,50.0
01:22.064,46.0,MEDIUM,23.0,True,1,2.0,29.7,0,False,57.3,46.3,1,giovinazzi,1:40.982,bottas,1:22.821,1.0,2020,50.0
01:22.149,47.0,MEDIUM,24.0,True,1,2.0,29.7,0,False,56.7,46.4,1,giovinazzi,1:21.801,bottas,1:23.068,1.0,2020,50.0
01:23.063,48.0,MEDIUM,25.0,True,1,2.0,29.5,0,False,57.2,46.6,1,giovinazzi,1:22.614,bottas,1:26.658,1.0,2020,50.0
01:21.954,49.0,MEDIUM,26.0,True,1,2.0,29.1,0,False,58.7,45.5,1,latifi,1:29.352,max_verstappen,1:21.732,1.0,2020,50.0
01:24.990,50.0,MEDIUM,27.0,True,1,2.0,28.7,0,False,60.2,43.2,1,latifi,1:41.488,max_verstappen,1:21.911,1.0,2020,66.0
01:40.359,51.0,MEDIUM,1.0,True,1,3.0,28.8,1,False,59.6,42.8,1,latifi,1:22.384,max_verstappen,1:22.406,1.0,2020,66.0
01:20.274,52.0,MEDIUM,2.0,True,1,3.0,28.7,0,False,60.2,43.0,1,latifi,1:23.014,max_verstappen,1:21.562,1.0,2020,66.0
01:20.892,53.0,MEDIUM,3.0,True,1,3.0,28.8,0,False,59.9,42.9,1,latifi,1:22.937,max_verstappen,1:21.477,1.0,2020,66.0
01:20.901,54.0,MEDIUM,4.0,True,1,3.0,28.9,0,False,59.6,43.2,1,latifi,1:22.882,max_verstappen,1:21.485,1.0,2020,66.0
01:21.220,55.0,MEDIUM,5.0,True,1,3.0,29.4,0,False,58.1,45.1,1,latifi,1:22.901,max_verstappen,1:21.852,1.0,2020,66.0
01:21.446,56.0,MEDIUM,6.0,True,1,3.0,29.5,0,False,57.6,46.1,1,latifi,1:23.194,max_verstappen,1:21.638,1.0,2020,66.0
01:21.498,57.0,MEDIUM,7.0,True,1,3.0,29.6,0,False,57.9,46.0,1,latifi,1:22.590,max_verstappen,1:22.045,1.0,2020,66.0
01:21.379,58.0,MEDIUM,8.0,True,1,3.0,30.0,0,False,56.9,47.2,1,latifi,1:22.741,max_verstappen,1:21.779,1.0,2020,66.0
01:20.964,59.0,MEDIUM,9.0,True,1,3.0,30.0,0,False,57.2,47.3,1,latifi,1:22.491,max_verstappen,1:21.570,1.0,2020,66.0
01:21.223,60.0,MEDIUM,10.0,True,1,3.0,30.1,0,False,57.2,47.8,1,latifi,1:22.030,max_verstappen,1:22.184,1.0,2020,66.0
01:21.397,61.0,MEDIUM,11.0,True,1,3.0,30.1,0,False,57.1,47.6,1,latifi,1:22.422,max_verstappen,1:21.904,1.0,2020,66.0
01:20.975,62.0,MEDIUM,12.0,True,1,3.0,30.1,0,False,56.8,47.2,1,grosjean,1:33.951,max_verstappen,1:21.486,1.0,2020,66.0
01:19.822,63.0,MEDIUM,13.0,True,1,3.0,30.0,0,False,57.1,46.4,1,grosjean,1:54.308,max_verstappen,1:21.709,1.0,2020,66.0
01:20.872,64.0,MEDIUM,14.0,True,1,3.0,29.7,0,False,57.5,45.0,1,grosjean,1:20.409,max_verstappen,1:22.144,1.0,2020,66.0
01:20.847,65.0,MEDIUM,15.0,True,1,3.0,29.7,0,False,57.1,45.9,1,russell,1:25.659,max_verstappen,1:22.764,1.0,2020,66.0
01:22.066,66.0,MEDIUM,16.0,True,1,3.0,29.6,0,False,58.3,46.4,NaN,NaN,NaN,NaN,NaN,1.0,2020,66.0
0,1.0,SOFT,5.0,False,1,1.0,21.5,0,False,57.7,31.7,2,max_verstappen,1:26.190,leclerc,1:29.442,1.0,2021,28.0
01:23.798,2.0,SOFT,6.0,False,1,1.0,21.7,0,False,58.0,31.6,2,max_verstappen,1:23.561,leclerc,1:24.948,1.0,2021,28.0
01:23.425,3.0,SOFT,7.0,False,1,1.0,21.7,0,False,57.9,31.8,2,max_verstappen,1:23.250,leclerc,1:24.403,1.0,2021,28.0
01:22.938,4.0,SOFT,8.0,False,1,1.0,21.8,0,False,58.0,31.7,2,max_verstappen,1:23.209,leclerc,1:24.198,1.0,2021,28.0
01:23.118,5.0,SOFT,9.0,False,1,1.0,21.8,0,False,57.9,31.6,2,max_verstappen,1:23.206,leclerc,1:24.269,1.0,2021,28.0
01:23.062,6.0,SOFT,10.0,False,1,1.0,21.8,0,False,58.4,31.0,2,max_verstappen,1:23.227,leclerc,1:24.195,1.0,2021,28.0
01:23.261,7.0,SOFT,11.0,False,1,1.0,21.7,0,False,58.1,30.8,2,max_verstappen,1:23.090,leclerc,1:24.062,1.0,2021,28.0
01:29.253,8.0,SOFT,12.0,False,24,1.0,21.6,0,False,58.2,30.7,2,max_verstappen,1:25.483,leclerc,1:31.332,1.0,2021,28.0
02:11.611,9.0,SOFT,13.0,False,4,1.0,21.7,0,False,57.4,31.0,2,max_verstappen,2:14.880,leclerc,2:02.691,1.0,2021,28.0
02:18.416,10.0,SOFT,14.0,False,4,1.0,21.8,0,False,57.7,31.4,2,max_verstappen,2:19.896,leclerc,2:17.414,1.0,2021,28.0
01:23.608,11.0,SOFT,15.0,False,1,1.0,21.9,0,False,57.3,31.6,2,max_verstappen,1:23.251,leclerc,1:24.637,1.0,2021,28.0
01:23.415,12.0,SOFT,16.0,False,1,1.0,21.9,0,False,57.7,31.8,2,max_verstappen,1:23.297,leclerc,1:24.059,1.0,2021,28.0
01:23.038,13.0,SOFT,17.0,False,1,1.0,22.0,0,False,57.7,32.5,2,max_verstappen,1:23.009,leclerc,1:23.839,1.0,2021,28.0
01:23.180,14.0,SOFT,18.0,False,1,1.0,22.0,0,False,57.0,32.7,2,max_verstappen,1:23.155,leclerc,1:23.846,1.0,2021,28.0
01:23.309,15.0,SOFT,19.0,False,1,1.0,22.3,0,False,55.9,32.7,2,max_verstappen,1:23.152,leclerc,1:23.786,1.0,2021,28.0
01:23.250,16.0,SOFT,20.0,False,1,1.0,22.3,0,False,56.0,32.4,2,max_verstappen,1:23.515,leclerc,1:23.890,1.0,2021,28.0
01:23.467,17.0,SOFT,21.0,False,1,1.0,22.3,0,False,56.6,32.4,2,max_verstappen,1:23.263,leclerc,1:23.742,1.0,2021,28.0
01:23.318,18.0,SOFT,22.0,False,1,1.0,22.3,0,False,57.5,32.2,2,max_verstappen,1:23.289,leclerc,1:23.758,1.0,2021,28.0
01:23.407,19.0,SOFT,23.0,False,1,1.0,22.3,0,False,57.0,31.9,2,max_verstappen,1:23.317,leclerc,1:23.821,1.0,2021,28.0
01:23.559,20.0,SOFT,24.0,False,1,1.0,22.4,0,False,57.1,32.2,2,max_verstappen,1:23.362,leclerc,1:23.963,1.0,2021,28.0
01:23.167,21.0,SOFT,25.0,False,1,1.0,22.4,0,False,58.1,32.1,2,max_verstappen,1:23.460,leclerc,1:23.834,1.0,2021,28.0
01:23.323,22.0,SOFT,26.0,False,1,1.0,22.3,0,False,57.6,31.8,2,max_verstappen,1:23.513,leclerc,1:24.105,1.0,2021,28.0
01:23.576,23.0,SOFT,27.0,False,1,1.0,22.2,0,False,57.4,31.9,2,max_verstappen,1:23.729,leclerc,1:24.275,1.0,2021,28.0
01:24.510,24.0,SOFT,28.0,False,1,1.0,22.2,0,False,57.4,31.9,1,mazepin,1:24.384,max_verstappen,1:28.038,1.0,2021,28.0
01:23.284,25.0,SOFT,29.0,False,1,1.0,22.0,0,False,57.4,31.9,1,mazepin,1:26.761,leclerc,1:24.227,1.0,2021,28.0
01:23.664,26.0,SOFT,30.0,False,1,1.0,22.3,0,False,56.8,32.8,1,mazepin,1:24.806,leclerc,1:24.595,1.0,2021,28.0
01:23.107,27.0,SOFT,31.0,False,1,1.0,22.4,0,False,56.3,32.6,1,mazepin,1:24.844,leclerc,1:24.519,1.0,2021,28.0
01:27.030,28.0,SOFT,32.0,False,1,1.0,22.6,0,False,57.1,33.2,1,mazepin,1:24.862,max_verstappen,1:22.258,1.0,2021,28.0
01:40.943,29.0,MEDIUM,1.0,True,1,2.0,22.7,1,False,57.1,33.8,2,max_verstappen,1:22.446,bottas,1:22.572,1.0,2021,42.0
01:21.276,30.0,MEDIUM,2.0,True,1,2.0,22.7,0,False,56.6,34.4,2,max_verstappen,1:22.621,bottas,1:22.456,1.0,2021,42.0
01:21.204,31.0,MEDIUM,3.0,True,1,2.0,22.9,0,False,55.8,34.6,2,max_verstappen,1:22.714,bottas,1:22.391,1.0,2021,42.0
01:21.403,32.0,MEDIUM,4.0,True,1,2.0,22.9,0,False,54.2,34.7,2,max_verstappen,1:22.456,bottas,1:22.263,1.0,2021,42.0
01:21.509,33.0,MEDIUM,5.0,True,1,2.0,22.6,0,False,57.6,33.2,2,max_verstappen,1:22.131,bottas,1:22.228,1.0,2021,42.0
01:21.512,34.0,MEDIUM,6.0,True,1,2.0,22.8,0,False,56.7,33.3,2,max_verstappen,1:21.533,bottas,1:22.377,1.0,2021,42.0
01:21.468,35.0,MEDIUM,7.0,True,1,2.0,22.8,0,False,56.7,33.6,2,max_verstappen,1:21.571,bottas,1:21.407,1.0,2021,42.0
01:21.726,36.0,MEDIUM,8.0,True,1,2.0,22.6,0,False,58.1,33.5,2,max_verstappen,1:21.487,bottas,1:21.789,1.0,2021,42.0
01:21.605,37.0,MEDIUM,9.0,True,1,2.0,22.6,0,False,58.0,32.7,2,max_verstappen,1:21.872,bottas,1:21.527,1.0,2021,42.0
01:22.036,38.0,MEDIUM,10.0,True,1,2.0,22.6,0,False,57.8,33.2,2,max_verstappen,1:21.727,bottas,1:21.946,1.0,2021,42.0
01:22.039,39.0,MEDIUM,11.0,True,1,2.0,22.5,0,False,57.9,33.2,2,max_verstappen,1:22.084,bottas,1:22.346,1.0,2021,42.0
01:21.778,40.0,MEDIUM,12.0,True,1,2.0,22.5,0,False,57.5,33.0,2,max_verstappen,1:21.990,bottas,1:21.635,1.0,2021,42.0
01:21.697,41.0,MEDIUM,13.0,True,1,2.0,22.5,0,False,58.2,33.0,2,max_verstappen,1:21.717,bottas,1:22.838,1.0,2021,42.0
01:25.686,42.0,MEDIUM,14.0,True,1,2.0,22.4,0,False,58.4,32.5,2,max_verstappen,1:22.118,bottas,1:22.694,1.0,2021,66.0
01:39.613,43.0,MEDIUM,7.0,False,1,3.0,22.4,1,False,59.2,32.5,3,bottas,1:22.683,leclerc,1:22.735,1.0,2021,66.0
01:20.775,44.0,MEDIUM,8.0,False,1,3.0,22.4,0,False,58.9,32.8,3,bottas,1:22.038,leclerc,1:22.759,1.0,2021,66.0
01:20.728,45.0,MEDIUM,9.0,False,1,3.0,22.4,0,False,58.8,32.6,3,bottas,1:22.338,leclerc,1:22.805,1.0,2021,66.0
01:20.730,46.0,MEDIUM,10.0,False,1,3.0,22.3,0,False,58.9,32.6,3,bottas,1:22.550,leclerc,1:22.737,1.0,2021,66.0
01:21.348,47.0,MEDIUM,11.0,False,1,3.0,22.3,0,False,59.2,32.5,3,bottas,1:22.254,leclerc,1:23.040,1.0,2021,66.0
01:21.270,48.0,MEDIUM,12.0,False,1,3.0,22.3,0,False,59.0,32.6,3,bottas,1:22.045,leclerc,1:23.016,1.0,2021,66.0
01:21.155,49.0,MEDIUM,13.0,False,1,3.0,22.5,0,False,58.8,32.7,3,bottas,1:22.245,leclerc,1:22.411,1.0,2021,66.0
01:20.994,50.0,MEDIUM,14.0,False,1,3.0,22.4,0,False,58.8,32.9,3,bottas,1:22.900,leclerc,1:22.531,1.0,2021,66.0
01:21.225,51.0,MEDIUM,15.0,False,1,3.0,22.2,0,False,61.1,33.0,3,bottas,1:22.728,leclerc,1:22.461,1.0,2021,66.0
01:22.670,52.0,MEDIUM,16.0,False,1,3.0,22.3,0,False,60.1,33.2,2,max_verstappen,1:22.358,bottas,1:25.165,1.0,2021,66.0
01:21.304,53.0,MEDIUM,17.0,False,1,3.0,22.4,0,False,59.9,33.2,2,max_verstappen,1:22.168,bottas,1:27.702,1.0,2021,66.0
01:20.665,54.0,MEDIUM,18.0,False,1,3.0,22.5,0,False,59.8,34.0,2,max_verstappen,1:22.529,leclerc,1:22.717,1.0,2021,66.0
01:20.787,55.0,MEDIUM,19.0,False,1,3.0,22.6,0,False,58.7,35.2,2,max_verstappen,1:22.664,leclerc,1:22.944,1.0,2021,66.0
01:20.990,56.0,MEDIUM,20.0,False,1,3.0,22.7,0,False,59.3,35.4,2,max_verstappen,1:22.923,leclerc,1:22.956,1.0,2021,66.0
01:20.906,57.0,MEDIUM,21.0,False,1,3.0,22.7,0,False,58.5,36.0,2,max_verstappen,1:22.554,bottas,1:20.242,1.0,2021,66.0
01:20.931,58.0,MEDIUM,22.0,False,1,3.0,22.7,0,False,58.4,36.2,2,max_verstappen,1:22.411,bottas,1:21.333,1.0,2021,66.0
01:21.521,59.0,MEDIUM,23.0,False,1,3.0,23.0,0,False,58.1,36.1,2,max_verstappen,1:22.546,bottas,1:22.241,1.0,2021,66.0
01:22.205,60.0,MEDIUM,24.0,False,1,3.0,23.2,0,False,57.2,35.8,1,mazepin,1:27.116,max_verstappen,1:28.448,1.0,2021,66.0
01:21.107,61.0,MEDIUM,25.0,False,1,3.0,23.2,0,False,57.3,35.8,1,mazepin,1:30.047,max_verstappen,1:41.338,1.0,2021,66.0
01:21.636,62.0,MEDIUM,26.0,False,1,3.0,23.1,0,False,56.3,35.8,1,mazepin,1:27.399,max_verstappen,1:18.149,1.0,2021,66.0
01:21.705,63.0,MEDIUM,27.0,False,1,3.0,23.2,0,False,57.3,36.1,1,mazepin,1:24.739,max_verstappen,1:20.216,1.0,2021,66.0
01:21.708,64.0,MEDIUM,28.0,False,1,3.0,23.2,0,False,56.8,36.1,1,mazepin,1:24.471,max_verstappen,1:19.619,1.0,2021,66.0
01:21.985,65.0,MEDIUM,29.0,False,1,3.0,23.2,0,False,56.2,35.9,1,alonso,1:21.355,max_verstappen,1:20.146,1.0,2021,66.0
01:22.044,66.0,MEDIUM,30.0,False,1,3.0,23.3,0,False,56.6,35.6,NaN,NaN,NaN,NaN,NaN,1.0,2021,66.0
0,1.0,MEDIUM,1.0,True,2,1.0,36.7,0,False,7.0,49.4,19,latifi,1:40.512,kevin_magnussen,2:15.888,6.0,2022,1.0
01:55.134,2.0,SOFT,3.0,False,1,2.0,36.9,1,False,6.0,49.4,19,latifi,1:31.197,kevin_magnussen,1:53.833,6.0,2022,22.0
01:27.495,3.0,SOFT,4.0,False,1,2.0,36.9,0,False,6.0,49.4,19,latifi,1:31.102,kevin_magnussen,1:27.537,6.0,2022,22.0
01:28.327,4.0,SOFT,5.0,False,1,2.0,37.0,0,False,6.0,49.5,19,latifi,1:30.425,kevin_magnussen,1:27.693,6.0,2022,22.0
01:29.321,5.0,SOFT,6.0,False,1,2.0,37.0,0,False,6.0,49.3,19,latifi,1:30.854,kevin_magnussen,1:28.240,6.0,2022,22.0
01:28.986,6.0,SOFT,7.0,False,2,2.0,36.9,0,False,6.0,49.5,19,latifi,1:31.335,kevin_magnussen,1:28.784,6.0,2022,22.0
01:29.147,7.0,SOFT,8.0,False,1,2.0,37.0,0,False,6.0,49.5,19,latifi,1:31.340,kevin_magnussen,1:29.243,6.0,2022,22.0
01:29.086,8.0,SOFT,9.0,False,2,2.0,37.0,0,False,6.0,49.5,19,latifi,1:31.341,kevin_magnussen,1:29.590,6.0,2022,22.0
01:28.606,9.0,SOFT,10.0,False,1,2.0,37.0,0,False,6.0,49.6,19,latifi,1:31.727,kevin_magnussen,1:30.216,6.0,2022,22.0
01:28.558,10.0,SOFT,11.0,False,1,2.0,37.0,0,False,6.0,49.7,19,latifi,1:31.817,kevin_magnussen,1:29.636,6.0,2022,22.0
01:29.331,11.0,SOFT,12.0,False,1,2.0,37.0,0,False,6.0,49.7,19,zhou,1:47.447,kevin_magnussen,1:29.855,6.0,2022,22.0
01:28.746,12.0,SOFT,13.0,False,1,2.0,37.0,0,False,6.0,49.7,18,zhou,1:28.415,albon,1:48.446,6.0,2022,22.0
01:29.037,13.0,SOFT,14.0,False,1,2.0,36.9,0,False,6.0,49.7,17,zhou,1:29.842,albon,1:29.340,6.0,2022,22.0
01:29.167,14.0,SOFT,15.0,False,1,2.0,36.8,0,False,6.0,49.7,17,zhou,1:29.488,albon,1:29.639,6.0,2022,22.0
01:29.215,15.0,SOFT,16.0,False,1,2.0,36.7,0,False,6.0,49.7,16,zhou,1:29.120,albon,1:30.237,6.0,2022,22.0
01:29.642,16.0,SOFT,17.0,False,1,2.0,36.6,0,False,6.0,49.7,16,zhou,1:29.711,stroll,1:28.761,6.0,2022,22.0
01:29.873,17.0,SOFT,18.0,False,1,2.0,36.9,0,False,6.0,49.7,16,zhou,1:29.587,stroll,1:28.888,6.0,2022,22.0
01:30.181,18.0,SOFT,19.0,False,1,2.0,37.2,0,False,5.0,49.7,16,zhou,1:29.745,stroll,1:28.532,6.0,2022,22.0
01:30.070,19.0,SOFT,20.0,False,1,2.0,37.1,0,False,6.0,49.7,16,zhou,1:30.566,stroll,1:29.025,6.0,2022,22.0
01:30.443,20.0,SOFT,21.0,False,1,2.0,37.1,0,False,5.0,49.7,16,zhou,1:30.247,stroll,1:29.374,6.0,2022,22.0
01:30.480,21.0,SOFT,22.0,False,1,2.0,37.1,0,False,6.0,49.0,16,zhou,1:30.375,stroll,1:29.964,6.0,2022,22.0
01:34.486,22.0,SOFT,23.0,False,1,2.0,37.0,0,False,6.0,49.0,16,stroll,1:30.203,vettel,1:47.632,6.0,2022,22.0
01:45.871,23.0,MEDIUM,1.0,True,1,3.0,37.1,1,False,6.0,49.4,19,albon,1:31.525,kevin_magnussen,1:30.757,6.0,2022,48.0
01:27.980,24.0,MEDIUM,2.0,True,1,3.0,37.0,0,False,6.0,49.4,18,latifi,1:30.925,albon,1:31.595,6.0,2022,48.0
01:27.415,25.0,MEDIUM,3.0,True,1,3.0,37.0,0,False,6.0,49.4,17,vettel,1:28.800,latifi,1:31.835,6.0,2022,48.0
01:27.156,26.0,MEDIUM,4.0,True,1,3.0,37.0,0,False,7.0,49.4,17,vettel,1:29.347,latifi,1:34.403,6.0,2022,48.0
01:27.244,27.0,MEDIUM,5.0,True,1,3.0,37.0,0,False,6.0,49.4,16,vettel,1:30.684,stroll,1:45.403,6.0,2022,48.0
01:26.990,28.0,MEDIUM,6.0,True,1,3.0,37.0,0,False,7.0,49.4,14,vettel,1:29.055,zhou,1:51.317,6.0,2022,48.0
01:27.619,29.0,MEDIUM,7.0,True,1,3.0,37.2,0,False,6.0,49.3,13,vettel,1:30.368,gasly,1:34.406,6.0,2022,48.0
01:26.711,30.0,MEDIUM,8.0,True,1,3.0,37.2,0,False,6.0,49.3,12,mick_schumacher,1:34.265,vettel,1:29.393,6.0,2022,48.0
01:27.364,31.0,MEDIUM,9.0,True,1,3.0,37.1,0,False,6.0,49.5,10,alonso,1:33.694,ricciardo,1:34.152,6.0,2022,48.0
01:26.329,32.0,MEDIUM,10.0,True,1,3.0,37.1,0,False,6.0,49.5,9,tsunoda,1:33.438,vettel,1:28.556,6.0,2022,48.0
01:26.895,33.0,MEDIUM,11.0,True,1,3.0,36.7,0,False,6.0,49.3,8,sainz,1:26.673,vettel,1:28.729,6.0,2022,48.0
01:26.697,34.0,MEDIUM,12.0,True,1,3.0,36.7,0,False,7.0,49.2,7,sainz,1:26.627,vettel,1:28.676,6.0,2022,48.0
01:27.310,35.0,MEDIUM,13.0,True,1,3.0,36.6,0,False,7.0,49.1,7,ocon,1:33.452,vettel,1:28.624,6.0,2022,48.0
01:26.976,36.0,MEDIUM,14.0,True,1,3.0,36.6,0,False,7.0,49.0,6,sainz,1:26.849,ocon,1:46.285,6.0,2022,48.0
01:26.956,37.0,MEDIUM,15.0,True,1,3.0,36.6,0,False,7.0,49.0,6,sainz,1:26.837,ocon,1:27.027,6.0,2022,48.0
01:27.157,38.0,MEDIUM,16.0,True,1,3.0,36.9,0,False,7.0,49.1,6,sainz,1:26.915,ocon,1:27.438,6.0,2022,48.0
01:26.820,39.0,MEDIUM,17.0,True,1,3.0,36.7,0,False,7.0,49.1,6,sainz,1:27.165,ocon,1:27.481,6.0,2022,48.0
01:27.340,40.0,MEDIUM,18.0,True,1,3.0,36.8,0,False,8.0,49.0,6,sainz,1:27.633,ocon,1:27.301,6.0,2022,48.0
01:27.360,41.0,MEDIUM,19.0,True,1,3.0,36.6,0,False,8.0,49.0,6,sainz,1:27.834,ocon,1:27.642,6.0,2022,48.0
01:27.351,42.0,MEDIUM,20.0,True,1,3.0,36.6,0,False,7.0,49.0,6,sainz,1:27.950,ocon,1:27.490,6.0,2022,48.0
01:28.239,43.0,MEDIUM,21.0,True,1,3.0,36.6,0,False,8.0,48.7,6,sainz,1:28.058,ocon,1:27.719,6.0,2022,48.0
01:27.114,44.0,MEDIUM,22.0,True,1,3.0,36.6,0,False,8.0,49.1,6,sainz,1:28.125,ocon,1:27.789,6.0,2022,48.0
01:27.458,45.0,MEDIUM,23.0,True,1,3.0,36.7,0,False,8.0,49.1,6,sainz,1:31.806,ocon,1:28.247,6.0,2022,48.0
01:27.730,46.0,MEDIUM,24.0,True,1,3.0,36.8,0,False,7.0,49.0,5,bottas,1:28.512,ocon,1:28.233,6.0,2022,48.0
01:27.662,47.0,MEDIUM,25.0,True,1,3.0,36.8,0,False,7.0,49.0,5,bottas,1:28.374,sainz,1:26.345,6.0,2022,48.0
01:30.916,48.0,MEDIUM,26.0,True,1,3.0,36.6,0,False,8.0,49.0,5,bottas,1:28.364,sainz,1:26.171,6.0,2022,66.0
01:43.326,49.0,SOFT,4.0,False,1,4.0,36.5,1,False,8.0,49.0,7,ocon,1:27.841,norris,1:29.543,6.0,2022,66.0
01:25.106,50.0,SOFT,5.0,False,1,4.0,36.9,0,False,7.0,48.8,7,ocon,1:28.147,norris,1:28.469,6.0,2022,66.0
01:24.253,51.0,SOFT,6.0,False,1,4.0,36.9,0,False,7.0,48.8,6,sainz,1:26.216,ocon,1:28.627,6.0,2022,66.0
01:25.802,52.0,SOFT,7.0,False,1,4.0,36.9,0,False,7.0,48.9,6,sainz,1:26.136,ocon,1:32.228,6.0,2022,66.0
01:25.257,53.0,SOFT,8.0,False,1,4.0,36.7,0,False,7.0,48.8,6,sainz,1:26.437,alonso,1:31.991,6.0,2022,66.0
01:25.389,54.0,SOFT,9.0,False,1,4.0,36.6,0,False,8.0,48.5,6,sainz,1:26.455,ocon,1:25.935,6.0,2022,66.0
01:25.207,55.0,SOFT,10.0,False,1,4.0,36.5,0,False,9.0,48.3,6,sainz,1:26.302,ocon,1:26.174,6.0,2022,66.0
01:25.832,56.0,SOFT,11.0,False,1,4.0,36.5,0,False,9.0,48.3,6,sainz,1:26.760,ocon,1:26.219,6.0,2022,66.0
01:26.447,57.0,SOFT,12.0,False,1,4.0,36.3,0,False,8.0,48.4,6,sainz,1:27.691,ocon,1:26.456,6.0,2022,66.0
01:26.408,58.0,SOFT,13.0,False,1,4.0,36.3,0,False,7.0,48.4,5,sainz,1:26.051,bottas,1:30.459,6.0,2022,66.0
01:26.919,59.0,SOFT,14.0,False,1,4.0,36.3,0,False,9.0,48.3,5,sainz,1:27.298,bottas,1:28.471,6.0,2022,66.0
01:25.895,60.0,SOFT,15.0,False,1,4.0,36.4,0,False,9.0,48.2,4,russell,1:26.386,sainz,1:28.388,6.0,2022,66.0
01:26.425,61.0,SOFT,16.0,False,1,4.0,36.4,0,False,11.0,48.1,4,russell,1:27.069,sainz,1:27.394,6.0,2022,66.0
01:26.804,62.0,SOFT,17.0,False,1,4.0,36.5,0,False,9.0,48.0,4,russell,1:27.141,sainz,1:27.366,6.0,2022,66.0
01:28.977,63.0,SOFT,18.0,False,1,4.0,36.5,0,False,8.0,48.0,4,russell,1:27.404,sainz,1:27.865,6.0,2022,66.0
01:29.833,64.0,SOFT,19.0,False,1,4.0,36.5,0,False,8.0,47.9,4,russell,1:27.965,sainz,1:28.256,6.0,2022,66.0
01:31.646,65.0,SOFT,20.0,False,1,4.0,36.4,0,False,7.0,48.1,5,sainz,1:27.640,bottas,1:29.970,6.0,2022,66.0
01:34.345,66.0,SOFT,21.0,False,1,4.0,36.4,0,False,8.0,47.8,NaN,NaN,NaN,NaN,NaN,6.0,2022,66.0
