LapTime,LapNumber,Compound,TyreLife,FreshTyre,TrackStatus,Stint,AirTemp,Humidity,Rainfall,TrackTemp,posicionActual,pilotoDelante,tiempoPilotoDelante,pilotoDetras,tiempoPilotoDetras,posicionSalida,nextPit
01:09.174,34,HARD,8.0,True,1,2,27.2,31.0,False,52.7,4,bottas,1:09.126,sainz,1:09.830,4.0,54
01:09.284,35,HARD,9.0,True,1,2,26.9,31.9,False,52.0,4,bottas,1:09.592,sainz,1:10.020,4.0,54
01:09.113,36,HARD,10.0,True,1,2,26.9,32.3,False,51.1,4,bottas,1:09.156,sainz,1:09.996,4.0,54
01:09.029,37,HARD,11.0,True,1,2,26.9,32.4,False,50.5,4,bottas,1:09.345,sainz,1:10.107,4.0,54
01:08.822,38,HARD,12.0,True,1,2,26.7,32.6,False,49.2,4,bottas,1:08.876,sainz,1:10.073,4.0,54
01:09.009,39,HARD,13.0,True,1,2,26.6,33.3,False,48.7,4,bottas,1:08.799,sainz,1:10.109,4.0,54
01:08.942,40,HARD,14.0,True,1,2,26.3,34.6,False,48.7,4,bottas,1:08.772,sainz,1:10.256,4.0,54
01:08.866,41,HARD,15.0,True,1,2,26.3,33.9,False,48.1,4,bottas,1:08.904,sainz,1:14.124,4.0,54
01:08.702,42,HARD,16.0,True,1,2,26.2,33.4,False,48.2,4,bottas,1:08.874,norris,1:10.024,4.0,54
01:08.812,43,HARD,17.0,True,1,2,26.2,33.4,False,48.1,4,bottas,1:08.619,norris,1:09.761,4.0,54
01:08.860,44,HARD,18.0,True,1,2,26.2,33.4,False,48.1,4,bottas,1:09.104,norris,1:10.028,4.0,54
01:08.926,45,HARD,19.0,True,1,2,26.4,33.0,False,48.2,4,bottas,1:09.460,norris,1:09.986,4.0,54
01:09.181,46,HARD,20.0,True,1,2,26.5,32.7,False,48.3,4,bottas,1:09.350,norris,1:09.859,4.0,54
01:09.168,47,HARD,21.0,True,1,2,26.8,32.9,False,48.5,4,bottas,1:09.603,norris,1:09.334,4.0,54
01:09.195,48,HARD,22.0,True,1,2,27.0,31.6,False,48.5,4,bottas,1:09.060,norris,1:09.493,4.0,54
01:09.081,49,HARD,23.0,True,1,2,27.1,31.6,False,49.7,4,bottas,1:09.104,norris,1:09.778,4.0,54
01:09.227,50,HARD,24.0,True,1,2,27.1,32.2,False,50.4,4,bottas,1:09.254,norris,1:09.359,4.0,54
01:09.394,51,HARD,25.0,True,1,2,27.2,32.2,False,51.2,4,bottas,1:09.350,norris,1:09.427,4.0,54
01:09.441,52,HARD,26.0,True,1,2,27.3,30.6,False,53.1,4,bottas,1:09.328,norris,1:09.561,4.0,54
01:09.565,53,HARD,27.0,True,1,2,27.3,30.0,False,53.0,4,bottas,1:09.605,norris,1:09.285,4.0,54
01:13.230,54,HARD,28.0,True,1,2,27.0,30.0,False,53.0,4,bottas,1:09.497,norris,1:11.193,4.0,71
01:24.482,55,MEDIUM,1.0,True,1,3,26.9,30.6,False,53.4,4,bottas,1:09.612,norris,1:09.613,4.0,71
01:08.049,56,MEDIUM,2.0,True,1,3,27.1,30.8,False,53.9,4,bottas,1:09.529,norris,1:09.207,4.0,71
01:07.894,57,MEDIUM,3.0,True,1,3,26.9,30.9,False,53.0,4,bottas,1:10.553,norris,1:09.206,4.0,71
01:08.203,58,MEDIUM,4.0,True,1,3,27.0,30.8,False,52.9,4,bottas,1:09.862,norris,1:09.171,4.0,71
01:08.492,59,MEDIUM,5.0,True,1,3,27.1,31.2,False,52.9,4,bottas,1:09.628,norris,1:09.315,4.0,71
01:08.567,60,MEDIUM,6.0,True,1,3,27.2,31.4,False,53.1,4,bottas,1:09.559,norris,1:09.224,4.0,71
01:09.342,61,MEDIUM,7.0,True,1,3,27.1,30.6,False,52.9,4,bottas,1:09.717,norris,1:09.334,4.0,71
01:07.987,62,MEDIUM,8.0,True,1,3,27.0,30.2,False,52.8,4,bottas,1:09.740,norris,1:09.161,4.0,71
01:08.741,63,MEDIUM,9.0,True,1,3,26.8,34.9,False,51.7,4,bottas,1:09.524,norris,1:09.057,4.0,71
01:08.517,64,MEDIUM,10.0,True,1,3,26.7,36.4,False,50.6,4,bottas,1:09.398,norris,1:09.132,4.0,71
01:09.323,65,MEDIUM,11.0,True,1,3,26.7,36.7,False,50.3,4,bottas,1:09.824,norris,1:08.903,4.0,71
01:08.583,66,MEDIUM,12.0,True,1,3,26.7,38.2,False,49.6,4,bottas,1:09.707,norris,1:09.045,4.0,71
01:08.940,67,MEDIUM,13.0,True,1,3,26.5,38.8,False,49.6,4,bottas,1:09.851,norris,1:09.175,4.0,71
01:08.282,68,MEDIUM,14.0,True,1,3,26.5,39.2,False,49.7,4,bottas,1:10.285,norris,1:09.511,4.0,71
01:08.585,69,MEDIUM,15.0,True,1,3,26.4,39.5,False,50.6,4,bottas,1:10.236,norris,1:09.318,4.0,71
01:08.885,70,MEDIUM,16.0,True,1,3,26.2,42.3,False,51.2,4,bottas,1:09.914,norris,1:09.082,4.0,71
01:08.872,71,MEDIUM,17.0,True,1,3,26.3,41.7,False,50.4,NaN,NaN,NaN,NaN,NaN,4.0,71
