LapTime,LapNumber,Compound,TyreLife,FreshTyre,TrackStatus,Stint,AirTemp,Rainfall,Humidity,TrackTemp,posicionActual,pilotoDelante,tiempoPilotoDelante,pilotoDetras,tiempoPilotoDetras,posicionSalida,nextPit
01:10.137,37,MEDIUM,37.0,True,1,1.0,34.9,False,16.7,50.5,7,sainz,1:10.188,norris,1:10.109,12.0,46
01:10.615,38,MEDIUM,38.0,True,1,1.0,35.0,False,16.6,50.3,7,sainz,1:10.093,norris,1:10.768,12.0,46
01:10.182,39,MEDIUM,39.0,True,1,1.0,35.0,False,16.5,50.3,7,sainz,1:10.168,norris,1:10.289,12.0,46
01:10.111,40,MEDIUM,40.0,True,1,1.0,35.1,False,15.9,50.3,7,sainz,1:10.462,norris,1:09.838,12.0,46
01:11.241,41,MEDIUM,41.0,True,1,1.0,35.2,False,15.8,50.3,8,norris,1:09.509,gasly,1:10.169,12.0,46
01:10.382,42,MEDIUM,42.0,True,1,1.0,35.0,False,16.0,50.3,7,norris,1:10.594,gasly,1:10.367,12.0,46
01:10.229,43,MEDIUM,43.0,True,1,1.0,35.0,False,16.5,50.3,7,norris,1:09.619,gasly,1:10.026,12.0,46
01:12.222,44,MEDIUM,44.0,True,1,1.0,35.0,False,16.5,50.4,8,gasly,1:10.147,raikkonen,1:10.176,12.0,46
01:10.695,45,MEDIUM,45.0,True,1,1.0,35.1,False,15.9,50.3,8,gasly,1:09.665,raikkonen,1:10.416,12.0,46
01:14.095,46,MEDIUM,46.0,True,1,1.0,35.0,False,16.4,50.2,11,perez,1:09.764,hulkenberg,1:09.788,12.0,70
01:28.737,47,SOFT,4.0,False,1,2.0,35.1,False,15.9,50.2,14,stroll,1:09.762,albon,1:09.206,12.0,70
01:09.759,48,SOFT,5.0,False,1,2.0,34.9,False,16.3,50.2,14,stroll,1:09.775,albon,1:10.156,12.0,70
01:09.956,49,SOFT,6.0,False,1,2.0,34.8,False,15.5,50.0,14,stroll,1:10.395,albon,1:09.258,12.0,70
01:09.473,50,SOFT,7.0,False,1,2.0,34.6,False,15.6,50.0,14,stroll,1:11.596,albon,1:09.348,12.0,70
01:09.275,51,SOFT,8.0,False,1,2.0,34.7,False,16.0,50.0,14,stroll,1:11.870,albon,1:09.225,12.0,70
01:09.359,52,SOFT,9.0,False,1,2.0,34.5,False,16.8,50.0,14,stroll,1:12.791,albon,1:09.130,12.0,70
01:08.944,53,SOFT,10.0,False,1,2.0,34.6,False,17.2,50.1,14,stroll,1:10.799,albon,1:09.196,12.0,70
01:09.023,54,SOFT,11.0,False,1,2.0,34.5,False,17.4,50.1,14,stroll,1:09.816,albon,1:09.573,12.0,70
01:08.963,55,SOFT,12.0,False,1,2.0,34.5,False,17.5,49.8,14,stroll,1:09.816,albon,1:11.266,12.0,70
01:08.610,56,SOFT,13.0,False,1,2.0,34.7,False,17.2,49.8,14,stroll,1:09.338,albon,1:09.299,12.0,70
01:08.634,57,SOFT,14.0,False,1,2.0,34.8,False,17.2,49.9,14,stroll,1:09.288,albon,1:09.372,12.0,70
01:08.677,58,SOFT,15.0,False,1,2.0,34.9,False,17.0,49.8,14,stroll,1:09.323,albon,1:10.436,12.0,70
01:08.675,59,SOFT,16.0,False,1,2.0,34.9,False,17.0,49.7,14,stroll,1:09.355,albon,1:08.946,12.0,70
01:08.815,60,SOFT,17.0,False,1,2.0,34.9,False,17.0,49.7,14,stroll,1:09.313,albon,1:09.184,12.0,70
01:09.183,61,SOFT,18.0,False,1,2.0,34.9,False,17.0,49.7,14,stroll,1:09.444,albon,1:09.219,12.0,70
01:11.977,62,SOFT,19.0,False,1,2.0,34.9,False,17.0,49.7,14,stroll,1:11.292,albon,1:09.101,12.0,70
01:09.448,63,SOFT,20.0,False,1,2.0,34.9,False,16.9,49.6,14,stroll,1:10.193,albon,1:09.074,12.0,70
01:08.731,64,SOFT,21.0,False,1,2.0,34.5,False,17.6,49.6,13,hulkenberg,1:09.559,stroll,1:10.768,12.0,70
01:08.019,65,SOFT,22.0,False,1,2.0,34.7,False,17.7,49.6,13,hulkenberg,1:09.504,stroll,1:09.578,12.0,70
01:08.256,66,SOFT,23.0,False,1,2.0,34.7,False,17.6,49.6,13,hulkenberg,1:09.516,stroll,1:09.368,12.0,70
01:08.439,67,SOFT,24.0,False,1,2.0,34.6,False,17.7,49.5,13,hulkenberg,1:11.371,stroll,1:09.573,12.0,70
01:08.274,68,SOFT,25.0,False,1,2.0,34.5,False,17.7,49.3,13,hulkenberg,1:09.447,stroll,1:09.574,12.0,70
01:09.115,69,SOFT,26.0,False,1,2.0,34.3,False,17.7,49.3,13,hulkenberg,1:09.326,stroll,1:09.881,12.0,70
01:08.737,70,SOFT,27.0,False,1,2.0,34.2,False,18.5,49.3,12,perez,1:09.917,hulkenberg,1:10.999,12.0,70
0,1,SOFT,4.0,False,1,1.0,27.7,False,35.5,54.1,11,vettel,1:18.362,gasly,1:19.106,10.0,12
01:12.125,2,SOFT,5.0,False,1,1.0,28.1,False,35.6,54.0,11,vettel,1:12.072,gasly,1:12.412,10.0,12
01:11.236,3,SOFT,6.0,False,1,1.0,28.6,False,33.7,54.1,11,vettel,1:10.670,gasly,1:11.311,10.0,12
01:10.628,4,SOFT,7.0,False,1,1.0,28.8,False,33.6,55.1,11,vettel,1:10.483,gasly,1:10.725,10.0,12
01:10.636,5,SOFT,8.0,False,1,1.0,28.9,False,32.8,54.7,11,vettel,1:10.422,gasly,1:11.511,10.0,12
01:10.954,6,SOFT,9.0,False,1,1.0,28.3,False,34.5,53.4,11,vettel,1:10.594,gasly,1:12.028,10.0,12
01:10.813,7,SOFT,10.0,False,1,1.0,28.6,False,35.1,53.2,11,vettel,1:10.841,gasly,1:11.173,10.0,12
01:10.610,8,SOFT,11.0,False,1,1.0,29.1,False,34.1,53.5,11,vettel,1:10.716,gasly,1:10.912,10.0,12
01:10.814,9,SOFT,12.0,False,1,1.0,,,,,11,vettel,1:11.613,gasly,1:10.902,10.0,12
01:10.828,10,SOFT,13.0,False,1,1.0,29.4,False,33.2,53.3,11,vettel,1:11.011,gasly,1:11.031,10.0,12
01:10.824,11,SOFT,14.0,False,1,1.0,29.0,False,33.2,53.3,10,vettel,1:11.103,gasly,1:11.089,10.0,12
01:38.320,12,SOFT,15.0,False,1,1.0,28.6,False,33.5,53.0,10,vettel,1:11.043,gasly,1:11.069,10.0,12
0,1,MEDIUM,1.0,True,2,1.0,26.5,False,35.5,51.5,9,russell,1:18.529,tsunoda,1:19.228,13.0,41
01:12.863,2,MEDIUM,2.0,True,1,1.0,26.7,False,34.7,52.5,9,russell,1:12.909,tsunoda,1:13.388,13.0,41
01:12.114,3,MEDIUM,3.0,True,1,1.0,26.6,False,34.4,52.3,9,russell,1:12.054,tsunoda,1:12.095,13.0,41
01:11.919,4,MEDIUM,4.0,True,1,1.0,26.6,False,32.3,51.8,9,russell,1:11.764,tsunoda,1:11.987,13.0,41
01:11.310,5,MEDIUM,5.0,True,1,1.0,26.6,False,32.3,52.2,9,russell,1:11.423,tsunoda,1:11.674,13.0,41
01:11.518,6,MEDIUM,6.0,True,1,1.0,26.5,False,33.3,52.5,9,russell,1:11.489,tsunoda,1:11.431,13.0,41
01:16.008,7,MEDIUM,7.0,True,1,1.0,26.5,False,33.5,52.2,13,raikkonen,1:11.965,ocon,1:12.313,13.0,41
01:11.900,8,MEDIUM,8.0,True,1,1.0,26.6,False,32.7,52.3,13,raikkonen,1:11.785,ocon,1:12.055,13.0,41
01:11.895,9,MEDIUM,9.0,True,1,1.0,26.7,False,32.8,53.1,13,raikkonen,1:11.895,ocon,1:12.110,13.0,41
01:11.472,10,MEDIUM,10.0,True,1,1.0,26.9,False,31.9,53.3,13,raikkonen,1:11.345,ocon,1:11.414,13.0,41
01:11.282,11,MEDIUM,11.0,True,1,1.0,26.9,False,31.5,53.2,13,raikkonen,1:11.216,ocon,1:11.414,13.0,41
01:11.782,12,MEDIUM,12.0,True,1,1.0,27.0,False,31.7,53.2,13,raikkonen,1:11.590,ocon,1:11.726,13.0,41
01:11.456,13,MEDIUM,13.0,True,1,1.0,27.1,False,30.8,53.7,13,raikkonen,1:11.394,ocon,1:11.462,13.0,41
01:11.350,14,MEDIUM,14.0,True,1,1.0,26.8,False,32.6,53.4,13,raikkonen,1:11.456,ocon,1:11.541,13.0,41
01:11.564,15,MEDIUM,15.0,True,1,1.0,26.9,False,32.3,53.9,13,raikkonen,1:11.545,ocon,1:11.775,13.0,41
01:11.478,16,MEDIUM,16.0,True,1,1.0,27.1,False,32.0,53.9,13,raikkonen,1:11.857,ocon,1:11.719,13.0,41
01:11.994,17,MEDIUM,17.0,True,1,1.0,27.1,False,32.0,54.4,13,raikkonen,1:11.763,ocon,1:11.808,13.0,41
01:11.761,18,MEDIUM,18.0,True,1,1.0,27.3,False,31.3,54.4,13,raikkonen,1:11.660,ocon,1:11.915,13.0,41
01:11.825,19,MEDIUM,19.0,True,1,1.0,27.1,False,32.1,54.4,13,raikkonen,1:11.772,ocon,1:11.750,13.0,41
01:11.348,20,MEDIUM,20.0,True,1,1.0,27.0,False,31.8,54.3,13,raikkonen,1:11.467,ocon,1:11.390,13.0,41
01:11.478,21,MEDIUM,21.0,True,1,1.0,27.0,False,31.1,54.2,13,raikkonen,1:11.470,ocon,1:11.460,13.0,41
01:11.518,22,MEDIUM,22.0,True,1,1.0,26.8,False,32.3,53.8,13,raikkonen,1:11.349,ocon,1:11.428,13.0,41
01:10.943,23,MEDIUM,23.0,True,1,1.0,26.5,False,32.6,53.5,13,raikkonen,1:11.038,ocon,1:11.343,13.0,41
01:11.606,24,MEDIUM,24.0,True,1,1.0,26.6,False,32.2,54.1,13,raikkonen,1:11.394,leclerc,1:10.899,13.0,41
01:11.110,25,MEDIUM,25.0,True,1,1.0,26.7,False,30.9,54.2,13,raikkonen,1:11.261,leclerc,1:11.015,13.0,41
01:11.111,26,MEDIUM,26.0,True,1,1.0,26.8,False,30.5,54.2,12,tsunoda,1:14.591,leclerc,1:10.903,13.0,41
01:11.237,27,MEDIUM,27.0,True,1,1.0,27.0,False,30.7,53.5,10,raikkonen,1:11.112,leclerc,1:10.916,13.0,41
01:11.026,28,MEDIUM,28.0,True,1,1.0,27.0,False,31.3,53.2,9,raikkonen,1:11.173,leclerc,1:11.108,13.0,41
01:11.180,29,MEDIUM,29.0,True,1,1.0,27.1,False,32.0,53.2,8,raikkonen,1:11.054,leclerc,1:10.968,13.0,41
01:11.174,30,MEDIUM,30.0,True,1,1.0,27.2,False,32.0,53.9,8,raikkonen,1:11.206,leclerc,1:10.979,13.0,41
01:11.064,31,MEDIUM,31.0,True,1,1.0,27.2,False,32.0,53.9,8,raikkonen,1:10.867,leclerc,1:10.946,13.0,41
01:11.911,32,MEDIUM,32.0,True,1,1.0,27.2,False,31.1,53.9,8,raikkonen,1:12.440,leclerc,1:11.846,13.0,41
01:11.518,33,MEDIUM,33.0,True,1,1.0,27.2,False,31.0,53.1,8,raikkonen,1:11.203,leclerc,1:11.664,13.0,41
01:10.957,34,MEDIUM,34.0,True,1,1.0,27.2,False,31.0,52.7,8,raikkonen,1:10.703,leclerc,1:10.894,13.0,41
01:10.943,35,MEDIUM,35.0,True,1,1.0,26.9,False,32.3,51.1,8,raikkonen,1:10.851,leclerc,1:10.985,13.0,41
01:11.081,36,MEDIUM,36.0,True,1,1.0,26.9,False,32.4,50.5,7,norris,1:09.750,leclerc,1:11.169,13.0,41
01:10.519,37,MEDIUM,37.0,True,1,1.0,26.7,False,32.6,49.8,7,norris,1:09.737,leclerc,1:13.991,13.0,41
01:10.263,38,MEDIUM,38.0,True,1,1.0,26.7,False,32.6,49.2,7,norris,1:09.758,stroll,1:10.248,13.0,41
01:10.456,39,MEDIUM,39.0,True,1,1.0,26.6,False,33.3,48.7,7,norris,1:09.795,stroll,1:09.966,13.0,41
01:10.842,40,MEDIUM,40.0,True,1,1.0,26.3,False,34.6,48.7,7,norris,1:09.742,stroll,1:10.056,13.0,41
01:14.260,41,MEDIUM,41.0,True,1,1.0,26.2,False,33.4,48.2,8,stroll,1:10.065,alonso,1:11.059,13.0,70
01:28.262,42,HARD,1.0,True,1,2.0,26.2,False,33.4,48.1,15,ocon,1:10.079,mick_schumacher,1:10.804,13.0,70
01:09.998,43,HARD,2.0,True,1,2.0,26.2,False,33.4,48.1,15,ocon,1:09.960,mick_schumacher,1:10.845,13.0,70
01:09.721,44,HARD,3.0,True,1,2.0,26.3,False,33.2,48.1,15,ocon,1:09.840,mick_schumacher,1:10.807,13.0,70
01:09.305,45,HARD,4.0,True,1,2.0,26.5,False,32.7,48.3,15,ocon,1:09.598,mick_schumacher,1:11.040,13.0,70
01:09.600,46,HARD,5.0,True,1,2.0,26.8,False,32.9,48.5,15,ocon,1:10.177,mick_schumacher,1:11.217,13.0,70
01:09.665,47,HARD,6.0,True,1,2.0,27.0,False,31.6,48.5,15,ocon,1:10.045,mick_schumacher,1:11.135,13.0,70
01:09.505,48,HARD,7.0,True,1,2.0,27.1,False,31.6,49.7,15,ocon,1:09.990,mick_schumacher,1:13.216,13.0,70
01:10.046,49,HARD,8.0,True,1,2.0,27.1,False,32.2,50.4,15,ocon,1:09.985,mick_schumacher,1:12.573,13.0,70
01:09.846,50,HARD,9.0,True,1,2.0,27.2,False,32.2,51.2,15,ocon,1:09.947,mick_schumacher,1:11.058,13.0,70
01:09.527,51,HARD,10.0,True,1,2.0,27.3,False,30.6,53.1,15,ocon,1:09.880,mick_schumacher,1:12.923,13.0,70
01:09.950,52,HARD,11.0,True,1,2.0,27.3,False,30.0,53.0,15,ocon,1:10.085,mick_schumacher,1:12.727,13.0,70
01:09.662,53,HARD,12.0,True,1,2.0,27.0,False,30.0,53.0,14,raikkonen,1:09.976,ocon,1:11.492,13.0,70
01:10.057,54,HARD,13.0,True,1,2.0,26.9,False,30.6,53.4,14,raikkonen,1:10.010,ocon,1:11.675,13.0,70
01:09.793,55,HARD,14.0,True,1,2.0,27.1,False,30.6,53.9,14,raikkonen,1:10.121,ocon,1:10.158,13.0,70
01:09.804,56,HARD,15.0,True,1,2.0,27.1,False,30.8,53.9,14,raikkonen,1:09.872,ocon,1:10.359,13.0,70
01:10.038,57,HARD,16.0,True,1,2.0,27.0,False,30.8,52.9,14,giovinazzi,1:11.176,ocon,1:09.767,13.0,70
01:09.305,58,HARD,17.0,True,1,2.0,27.1,False,31.2,52.9,13,raikkonen,1:09.604,giovinazzi,1:11.452,13.0,70
01:09.853,59,HARD,18.0,True,1,2.0,27.2,False,31.4,53.1,13,raikkonen,1:09.987,giovinazzi,1:11.769,13.0,70
01:10.241,60,HARD,19.0,True,1,2.0,27.1,False,30.6,52.9,13,raikkonen,1:10.083,giovinazzi,1:10.636,13.0,70
