LapTime,LapNumber,Compound,TyreLife,FreshTyre,TrackStatus,Stint,AirTemp,Rainfall,Humidity,TrackTemp,posicionActual,pilotoDelante,tiempoPilotoDelante,pilotoDetras,tiempoPilotoDetras,posicionSalida,nextPit
01:10.942,7,MEDIUM,7.0,True,1,1.0,34.6,False,18.8,51.3,10,giovinazzi,1:11.013,hulkenberg,1:11.298,13.0,28
01:10.884,8,MEDIUM,8.0,True,1,1.0,34.6,False,18.7,51.1,10,giovinazzi,1:11.216,hulkenberg,1:10.748,13.0,28
01:10.814,9,MEDIUM,9.0,True,1,1.0,34.6,False,18.5,51.1,10,giovinazzi,1:11.241,hulkenberg,1:10.843,13.0,28
01:10.760,10,MEDIUM,10.0,True,1,1.0,34.9,False,18.1,51.1,10,giovinazzi,1:10.742,hulkenberg,1:10.867,13.0,28
01:10.984,11,MEDIUM,11.0,True,1,1.0,35.0,False,18.4,51.0,10,giovinazzi,1:10.622,hulkenberg,1:10.839,13.0,28
01:10.808,12,MEDIUM,12.0,True,1,1.0,35.0,False,17.1,50.9,10,giovinazzi,1:10.915,hulkenberg,1:10.818,13.0,28
01:10.953,13,MEDIUM,13.0,True,1,1.0,35.1,False,17.8,50.8,10,giovinazzi,1:10.702,hulkenberg,1:10.913,13.0,28
01:10.955,14,MEDIUM,14.0,True,1,1.0,35.3,False,17.9,50.8,10,giovinazzi,1:10.863,hulkenberg,1:11.086,13.0,28
01:10.544,15,MEDIUM,15.0,True,1,1.0,35.2,False,17.3,50.8,10,giovinazzi,1:10.795,hulkenberg,1:10.529,13.0,28
01:10.595,16,MEDIUM,16.0,True,1,1.0,34.8,False,16.9,50.7,10,giovinazzi,1:10.538,hulkenberg,1:10.804,13.0,28
01:10.611,17,MEDIUM,17.0,True,1,1.0,34.7,False,18.1,50.7,10,giovinazzi,1:10.462,hulkenberg,1:10.575,13.0,28
01:10.505,18,MEDIUM,18.0,True,1,1.0,34.7,False,17.1,50.8,10,giovinazzi,1:10.793,hulkenberg,1:10.598,13.0,28
01:10.566,19,MEDIUM,19.0,True,1,1.0,34.8,False,17.5,50.8,10,giovinazzi,1:10.384,hulkenberg,1:10.738,13.0,28
01:10.350,20,MEDIUM,20.0,True,1,1.0,35.0,False,17.1,50.7,10,giovinazzi,1:10.576,hulkenberg,1:10.436,13.0,28
01:10.475,21,MEDIUM,21.0,True,1,1.0,35.0,False,16.7,50.7,10,giovinazzi,1:10.665,hulkenberg,1:10.574,13.0,28
01:10.713,22,MEDIUM,22.0,True,1,1.0,35.0,False,17.0,50.5,10,giovinazzi,1:10.602,hulkenberg,1:10.224,13.0,28
01:10.767,23,MEDIUM,23.0,True,1,1.0,34.9,False,16.9,50.5,10,giovinazzi,1:10.623,hulkenberg,1:10.454,13.0,28
01:10.650,24,MEDIUM,24.0,True,1,1.0,34.9,False,17.1,50.5,8,gasly,1:10.257,hulkenberg,1:10.585,13.0,28
01:10.015,25,MEDIUM,25.0,True,1,1.0,34.9,False,16.9,51.0,8,gasly,1:13.558,hulkenberg,1:10.655,13.0,28
01:10.351,26,MEDIUM,26.0,True,1,1.0,34.9,False,16.8,50.9,6,vettel,1:08.915,hulkenberg,1:13.380,13.0,28
01:10.149,27,MEDIUM,27.0,True,1,1.0,34.9,False,16.9,50.9,6,vettel,1:08.975,sainz,1:10.075,13.0,28
01:14.049,28,MEDIUM,28.0,True,1,1.0,34.9,False,16.8,51.0,6,vettel,1:08.847,sainz,1:09.952,13.0,70
01:27.488,29,HARD,1.0,True,1,2.0,35.0,False,16.4,51.0,13,giovinazzi,1:10.112,hulkenberg,1:10.219,13.0,70
01:10.032,30,HARD,2.0,True,1,2.0,35.1,False,16.1,51.0,13,giovinazzi,1:09.842,hulkenberg,1:10.077,13.0,70
01:09.693,31,HARD,3.0,True,1,2.0,35.1,False,15.6,51.0,13,giovinazzi,1:10.161,hulkenberg,1:09.843,13.0,70
01:09.539,32,HARD,4.0,True,1,2.0,35.2,False,16.5,50.9,13,giovinazzi,1:10.113,hulkenberg,1:09.762,13.0,70
01:09.980,33,HARD,5.0,True,1,2.0,35.2,False,16.9,50.8,13,albon,1:11.615,hulkenberg,1:10.028,13.0,70
01:10.084,34,HARD,6.0,True,1,2.0,35.1,False,17.2,50.6,13,albon,1:10.562,hulkenberg,1:10.132,13.0,70
01:09.441,35,HARD,7.0,True,1,2.0,35.1,False,16.3,50.6,12,giovinazzi,1:10.177,hulkenberg,1:09.893,13.0,70
01:10.030,36,HARD,8.0,True,1,2.0,35.0,False,16.4,50.5,12,giovinazzi,1:09.838,hulkenberg,1:09.991,13.0,70
01:09.915,37,HARD,9.0,True,1,2.0,34.9,False,16.7,50.5,12,giovinazzi,1:10.006,hulkenberg,1:10.043,13.0,70
01:09.823,38,HARD,10.0,True,1,2.0,34.9,False,16.2,50.3,12,giovinazzi,1:09.948,hulkenberg,1:10.335,13.0,70
01:10.142,39,HARD,11.0,True,1,2.0,35.0,False,16.5,50.3,12,giovinazzi,1:10.050,hulkenberg,1:09.979,13.0,70
01:10.735,40,HARD,12.0,True,1,2.0,35.1,False,15.9,50.3,12,giovinazzi,1:09.978,hulkenberg,1:10.069,13.0,70
01:09.747,41,HARD,13.0,True,1,2.0,35.2,False,15.8,50.3,12,giovinazzi,1:10.182,hulkenberg,1:10.308,13.0,70
01:09.901,42,HARD,14.0,True,1,2.0,35.0,False,16.0,50.3,11,giovinazzi,1:09.984,hulkenberg,1:09.666,13.0,70
01:09.878,43,HARD,15.0,True,1,2.0,35.0,False,16.5,50.3,11,giovinazzi,1:09.848,hulkenberg,1:09.422,13.0,70
01:09.817,44,HARD,16.0,True,1,2.0,35.2,False,16.2,50.5,11,giovinazzi,1:10.216,hulkenberg,1:09.700,13.0,70
01:10.002,45,HARD,17.0,True,1,2.0,35.1,False,15.9,50.3,11,giovinazzi,1:10.209,hulkenberg,1:09.457,13.0,70
01:09.764,46,HARD,18.0,True,1,2.0,35.0,False,16.4,50.2,10,giovinazzi,1:09.923,ricciardo,1:14.095,13.0,70
01:09.617,47,HARD,19.0,True,1,2.0,35.1,False,15.9,50.2,10,giovinazzi,1:09.548,sainz,1:08.740,13.0,70
01:09.888,48,HARD,20.0,True,1,2.0,35.0,False,16.4,50.2,10,giovinazzi,1:10.070,sainz,1:09.686,13.0,70
01:10.447,49,HARD,21.0,True,1,2.0,34.9,False,16.3,50.2,11,sainz,1:08.769,hulkenberg,1:09.588,13.0,70
01:09.577,50,HARD,22.0,True,1,2.0,34.6,False,15.6,50.0,11,sainz,1:09.356,hulkenberg,1:09.646,13.0,70
01:09.706,51,HARD,23.0,True,1,2.0,34.7,False,16.0,50.0,11,giovinazzi,1:10.737,hulkenberg,1:09.818,13.0,70
01:09.593,52,HARD,24.0,True,1,2.0,34.5,False,16.8,50.0,11,giovinazzi,1:09.549,hulkenberg,1:09.565,13.0,70
01:09.599,53,HARD,25.0,True,1,2.0,34.6,False,17.2,50.1,11,giovinazzi,1:09.486,hulkenberg,1:10.723,13.0,70
01:10.783,54,HARD,26.0,True,1,2.0,34.5,False,17.4,50.1,11,giovinazzi,1:09.862,hulkenberg,1:09.722,13.0,70
01:09.988,55,HARD,27.0,True,1,2.0,34.4,False,17.6,49.9,11,giovinazzi,1:10.629,hulkenberg,1:09.852,13.0,70
01:09.641,56,HARD,28.0,True,1,2.0,34.7,False,17.2,49.8,11,giovinazzi,1:09.536,hulkenberg,1:11.071,13.0,70
01:10.684,57,HARD,29.0,True,1,2.0,34.8,False,17.2,49.9,11,giovinazzi,1:09.051,hulkenberg,1:09.295,13.0,70
01:09.481,58,HARD,30.0,True,1,2.0,34.9,False,17.0,49.8,11,giovinazzi,1:10.697,hulkenberg,1:11.280,13.0,70
01:09.200,59,HARD,31.0,True,1,2.0,34.9,False,17.0,49.7,11,giovinazzi,1:09.325,hulkenberg,1:09.248,13.0,70
01:09.599,60,HARD,32.0,True,1,2.0,34.9,False,17.0,49.7,11,giovinazzi,1:09.536,hulkenberg,1:09.598,13.0,70
01:09.573,61,HARD,33.0,True,1,2.0,34.9,False,17.0,49.7,11,giovinazzi,1:09.630,hulkenberg,1:09.328,13.0,70
01:10.873,62,HARD,34.0,True,1,2.0,34.9,False,17.0,49.7,11,giovinazzi,1:09.600,hulkenberg,1:09.679,13.0,70
01:09.577,63,HARD,35.0,True,1,2.0,34.9,False,16.9,49.6,11,giovinazzi,1:09.466,hulkenberg,1:09.492,13.0,70
01:09.775,64,HARD,36.0,True,1,2.0,34.5,False,17.6,49.6,11,giovinazzi,1:11.526,hulkenberg,1:09.559,13.0,70
01:09.172,65,HARD,37.0,True,1,2.0,34.7,False,17.7,49.6,11,giovinazzi,1:09.100,hulkenberg,1:09.504,13.0,70
01:09.274,66,HARD,38.0,True,1,2.0,34.7,False,17.6,49.6,11,giovinazzi,1:09.057,hulkenberg,1:09.516,13.0,70
01:09.061,67,HARD,39.0,True,1,2.0,34.6,False,17.7,49.5,11,giovinazzi,1:09.150,hulkenberg,1:11.371,13.0,70
01:11.611,68,HARD,40.0,True,1,2.0,34.5,False,18.0,49.5,11,giovinazzi,1:09.410,hulkenberg,1:09.447,13.0,70
01:09.433,69,HARD,41.0,True,1,2.0,34.3,False,17.7,49.3,11,giovinazzi,1:09.677,hulkenberg,1:09.326,13.0,70
01:09.917,70,HARD,42.0,True,1,2.0,34.2,False,18.5,49.3,11,giovinazzi,1:10.669,ricciardo,1:08.737,13.0,70
0,1,SOFT,4.0,False,1,1.0,27.7,False,35.5,54.1,6,hamilton,1:15.627,leclerc,1:16.847,6.0,21
01:10.812,2,SOFT,5.0,False,1,1.0,28.1,False,35.6,54.0,6,hamilton,1:10.550,leclerc,1:11.418,6.0,21
01:10.271,3,SOFT,6.0,False,1,1.0,28.6,False,33.7,54.1,6,hamilton,1:10.362,leclerc,1:09.925,6.0,21
01:10.265,4,SOFT,7.0,False,1,1.0,28.8,False,33.6,55.1,6,norris,1:10.810,leclerc,1:10.271,6.0,21
01:10.062,5,SOFT,8.0,False,1,1.0,28.9,False,32.8,54.7,6,norris,1:09.949,leclerc,1:10.310,6.0,21
01:09.922,6,SOFT,9.0,False,1,1.0,28.3,False,34.0,53.6,6,norris,1:10.017,leclerc,1:10.287,6.0,21
01:10.417,7,SOFT,10.0,False,1,1.0,28.6,False,35.1,53.2,6,norris,1:10.228,leclerc,1:10.596,6.0,21
01:10.291,8,SOFT,11.0,False,1,1.0,29.1,False,34.1,53.5,6,norris,1:10.324,leclerc,1:10.611,6.0,21
01:10.717,9,SOFT,12.0,False,1,1.0,,,,,6,norris,1:10.132,leclerc,1:10.511,6.0,21
01:10.701,10,SOFT,13.0,False,1,1.0,29.4,False,33.2,53.3,6,norris,1:10.324,leclerc,1:10.460,6.0,21
01:10.555,11,SOFT,14.0,False,1,1.0,29.0,False,33.2,53.3,5,norris,1:10.449,leclerc,1:10.690,6.0,21
01:10.340,12,SOFT,15.0,False,1,1.0,29.0,False,32.5,53.1,5,norris,1:10.112,leclerc,1:10.544,6.0,21
01:10.261,13,SOFT,16.0,False,1,1.0,28.6,False,33.5,53.0,5,norris,1:10.309,leclerc,1:10.489,6.0,21
01:10.162,14,SOFT,17.0,False,1,1.0,29.1,False,33.6,52.8,5,norris,1:10.210,leclerc,1:10.333,6.0,21
01:10.060,15,SOFT,18.0,False,1,1.0,29.2,False,32.4,52.8,5,norris,1:10.187,leclerc,1:10.308,6.0,21
01:09.828,16,SOFT,19.0,False,2,1.0,29.1,False,33.0,52.9,5,norris,1:10.235,leclerc,1:10.278,6.0,21
01:10.140,17,SOFT,20.0,False,1,1.0,29.2,False,32.4,53.0,5,norris,1:10.052,leclerc,1:10.138,6.0,21
01:09.775,18,SOFT,21.0,False,1,1.0,29.2,False,32.9,52.9,5,norris,1:09.984,leclerc,1:10.177,6.0,21
01:10.002,19,SOFT,22.0,False,1,1.0,29.1,False,32.3,53.0,5,norris,1:10.029,leclerc,1:10.072,6.0,21
01:10.011,20,SOFT,23.0,False,2,1.0,28.7,False,33.7,52.0,5,norris,1:09.860,leclerc,1:09.954,6.0,21
01:28.737,21,SOFT,24.0,False,24,1.0,28.9,False,33.8,52.2,5,norris,1:10.012,leclerc,1:10.181,6.0,21
01:49.475,22,MEDIUM,1.0,True,4,2.0,28.3,False,33.6,51.7,5,norris,1:09.933,leclerc,1:10.245,6.0,51
01:43.896,23,MEDIUM,2.0,True,4,2.0,27.8,False,35.0,51.1,5,norris,1:10.106,leclerc,1:10.392,6.0,51
01:54.857,24,MEDIUM,3.0,True,4,2.0,28.6,False,33.8,52.5,5,norris,1:09.940,leclerc,1:10.117,6.0,51
01:49.313,25,MEDIUM,4.0,True,4,2.0,29.0,False,33.5,52.8,5,norris,1:09.963,leclerc,1:10.199,6.0,51
01:10.708,26,MEDIUM,5.0,True,2,2.0,29.1,False,33.3,52.4,5,norris,1:30.234,leclerc,1:29.806,6.0,51
01:09.819,27,MEDIUM,6.0,True,1,2.0,29.3,False,32.7,52.1,5,norris,1:50.203,leclerc,1:50.117,6.0,51
01:08.837,28,MEDIUM,7.0,True,1,2.0,29.1,False,32.6,51.8,5,norris,1:43.795,leclerc,1:41.051,6.0,51
01:08.634,29,MEDIUM,8.0,True,1,2.0,28.7,False,33.3,51.7,5,norris,1:54.141,leclerc,1:54.953,6.0,51
01:08.495,30,MEDIUM,9.0,True,1,2.0,28.5,False,34.9,51.6,5,norris,1:50.654,leclerc,1:47.566,6.0,51
01:09.229,31,MEDIUM,10.0,True,1,2.0,28.7,False,33.1,51.6,5,norris,1:10.457,leclerc,1:10.877,6.0,51
01:08.669,32,MEDIUM,11.0,True,1,2.0,28.7,False,35.1,51.2,5,norris,1:09.651,leclerc,1:10.125,6.0,51
01:08.910,33,MEDIUM,12.0,True,1,2.0,29.0,False,33.0,51.9,4,albon,1:09.271,norris,1:10.548,6.0,51
01:08.799,34,MEDIUM,13.0,True,1,2.0,28.9,False,33.6,51.9,4,albon,1:08.703,norris,1:09.008,6.0,51
01:08.885,35,MEDIUM,14.0,True,1,2.0,28.9,False,33.8,51.6,4,albon,1:08.618,norris,1:09.311,6.0,51
01:08.962,36,MEDIUM,15.0,True,1,2.0,29.1,False,32.8,51.6,4,albon,1:08.703,norris,1:09.205,6.0,51
01:08.748,37,MEDIUM,16.0,True,1,2.0,29.0,False,33.5,51.6,4,albon,1:08.593,norris,1:09.111,6.0,51
01:08.788,38,MEDIUM,17.0,True,1,2.0,28.9,False,33.2,51.2,4,albon,1:08.734,norris,1:08.923,6.0,51
01:08.900,39,MEDIUM,18.0,True,1,2.0,29.0,False,33.5,50.6,4,albon,1:08.722,norris,1:09.026,6.0,51
01:09.310,40,MEDIUM,19.0,True,1,2.0,29.0,False,33.6,50.6,4,albon,1:08.678,norris,1:09.044,6.0,51
01:08.797,41,MEDIUM,20.0,True,1,2.0,28.6,False,34.4,50.8,4,albon,1:08.774,norris,1:09.074,6.0,51
01:08.633,42,MEDIUM,21.0,True,1,2.0,28.7,False,33.7,50.8,4,albon,1:08.880,norris,1:08.865,6.0,51
01:08.515,43,MEDIUM,22.0,True,1,2.0,28.6,False,34.5,50.4,4,albon,1:09.007,norris,1:08.787,6.0,51
01:08.558,44,MEDIUM,23.0,True,1,2.0,28.7,False,34.4,50.4,4,albon,1:08.827,norris,1:08.898,6.0,51
01:08.482,45,MEDIUM,24.0,True,1,2.0,28.6,False,34.2,50.4,4,albon,1:09.120,norris,1:09.217,6.0,51
01:22.569,46,MEDIUM,25.0,True,24,2.0,28.8,False,34.0,50.5,4,albon,1:09.085,norris,1:09.175,6.0,51
01:37.867,47,MEDIUM,26.0,True,4,2.0,29.0,False,33.7,50.4,4,albon,1:08.743,norris,1:08.978,6.0,51
01:59.664,48,MEDIUM,27.0,True,4,2.0,29.0,False,34.2,49.8,4,albon,1:08.637,norris,1:08.699,6.0,51
01:38.406,49,MEDIUM,28.0,True,4,2.0,29.3,False,33.6,48.6,4,albon,1:08.584,norris,1:08.695,6.0,51
01:38.135,50,MEDIUM,29.0,True,24,2.0,29.3,False,33.5,47.6,4,albon,1:08.432,norris,1:08.638,6.0,51
01:53.979,51,MEDIUM,30.0,True,4,2.0,29.4,False,33.8,49.1,4,albon,1:20.622,norris,1:23.701,6.0,66
01:56.971,52,MEDIUM,31.0,False,4,3.0,29.6,False,32.8,48.7,3,hamilton,1:51.080,albon,1:49.417,6.0,66
